,two-yes,two-no,ya-ns,ys-na,Total,fileId,iId
313_12,0,0,2,0,2,313,12
313_13,2,0,0,0,2,313,13
313_14,2,0,0,0,2,313,14
313_15,2,0,0,0,2,313,15
313_16,2,0,0,0,2,313,16
313_17,2,0,0,0,2,313,17
313_18,2,0,0,0,2,313,18
313_19,0,0,2,0,2,313,19
314_0,2,0,0,0,2,314,0
314_1,2,0,0,0,2,314,1
314_2,2,0,0,0,2,314,2
314_3,1,0,0,1,2,314,3
314_4,2,0,0,0,2,314,4
314_5,2,0,0,0,2,314,5
314_6,1,1,0,0,2,314,6
314_8,2,0,0,0,2,314,8
314_9,1,0,0,1,2,314,9
314_10,1,0,0,1,2,314,10
314_11,1,0,1,0,2,314,11
314_12,1,0,0,1,2,314,12
314_13,2,0,0,0,2,314,13
314_14,1,1,0,0,2,314,14
314_15,0,0,2,0,2,314,15
314_16,1,0,0,1,2,314,16
314_17,1,0,0,1,2,314,17
314_18,0,1,0,1,2,314,18
314_19,2,0,0,0,2,314,19
314_20,1,0,1,0,2,314,20
314_21,2,0,0,0,2,314,21
314_22,0,0,0,2,2,314,22
314_23,1,1,0,0,2,314,23
314_24,0,0,0,2,2,314,24
314_25,0,0,1,1,2,314,25
314_26,1,1,0,0,2,314,26
314_27,1,1,0,0,2,314,27
314_28,1,0,0,1,2,314,28
314_29,2,0,0,0,2,314,29
314_30,0,2,0,0,2,314,30
314_31,0,2,0,0,2,314,31
314_32,0,0,0,2,2,314,32
315_0,1,0,1,0,2,315,0
315_1,1,0,1,0,2,315,1
315_2,1,0,1,0,2,315,2
315_3,1,0,1,0,2,315,3
315_4,1,0,1,0,2,315,4
315_5,2,0,0,0,2,315,5
315_6,2,0,0,0,2,315,6
315_7,1,0,1,0,2,315,7
315_8,1,1,0,0,2,315,8
315_9,2,0,0,0,2,315,9
315_11,0,0,1,1,2,315,11
315_12,2,0,0,0,2,315,12
315_13,2,0,0,0,2,315,13
315_14,2,0,0,0,2,315,14
315_15,2,0,0,0,2,315,15
315_16,2,0,0,0,2,315,16
315_17,2,0,0,0,2,315,17
315_18,2,0,0,0,2,315,18
315_19,2,0,0,0,2,315,19
316_0,0,0,2,0,2,316,0
316_1,2,0,0,0,2,316,1
316_2,2,0,0,0,2,316,2
316_3,0,0,2,0,2,316,3
316_5,1,1,0,0,2,316,5
316_6,2,0,0,0,2,316,6
316_7,2,0,0,0,2,316,7
316_8,2,0,0,0,2,316,8
316_9,2,0,0,0,2,316,9
316_10,2,0,0,0,2,316,10
316_11,2,0,0,0,2,316,11
316_12,2,0,0,0,2,316,12
316_13,2,0,0,0,2,316,13
316_14,1,0,0,1,2,316,14
316_15,2,0,0,0,2,316,15
316_16,1,0,0,1,2,316,16
316_17,2,0,0,0,2,316,17
316_18,2,0,0,0,2,316,18
316_19,2,0,0,0,2,316,19
317_0,2,0,0,0,2,317,0
317_1,1,0,0,1,2,317,1
317_2,1,0,0,1,2,317,2
317_3,2,0,0,0,2,317,3
317_4,2,0,0,0,2,317,4
317_5,2,0,0,0,2,317,5
317_6,2,0,0,0,2,317,6
317_7,0,1,1,0,2,317,7
317_8,0,0,1,1,2,317,8
317_9,0,0,1,1,2,317,9
317_10,2,0,0,0,2,317,10
317_11,2,0,0,0,2,317,11
317_12,2,0,0,0,2,317,12
317_13,2,0,0,0,2,317,13
317_14,1,0,1,0,2,317,14
317_15,1,0,0,1,2,317,15
317_16,2,0,0,0,2,317,16
317_17,2,0,0,0,2,317,17
317_18,2,0,0,0,2,317,18
317_19,2,0,0,0,2,317,19
318_0,0,1,1,0,2,318,0
318_1,1,1,0,0,2,318,1
318_2,1,0,0,1,2,318,2
318_3,1,0,0,1,2,318,3
318_4,1,0,0,1,2,318,4
318_5,2,0,0,0,2,318,5
318_6,1,0,0,1,2,318,6
318_7,0,0,2,0,2,318,7
318_8,0,1,1,0,2,318,8
318_9,0,0,1,1,2,318,9
318_10,2,0,0,0,2,318,10
318_11,1,0,0,1,2,318,11
318_12,1,0,0,1,2,318,12
318_13,2,0,0,0,2,318,13
318_14,1,0,0,1,2,318,14
318_15,2,0,0,0,2,318,15
318_16,1,0,0,1,2,318,16
318_17,1,0,0,1,2,318,17
318_18,2,0,0,0,2,318,18
318_19,1,0,0,1,2,318,19
319_0,1,0,0,1,2,319,0
319_1,2,0,0,0,2,319,1
319_2,2,0,0,0,2,319,2
319_3,2,0,0,0,2,319,3
319_4,2,0,0,0,2,319,4
319_5,1,0,1,0,2,319,5
319_6,2,0,0,0,2,319,6
319_7,2,0,0,0,2,319,7
319_8,0,0,1,1,2,319,8
319_9,1,0,1,0,2,319,9
319_10,1,0,1,0,2,319,10
319_11,2,0,0,0,2,319,11
319_12,2,0,0,0,2,319,12
319_13,2,0,0,0,2,319,13
319_14,2,0,0,0,2,319,14
319_15,2,0,0,0,2,319,15
319_16,2,0,0,0,2,319,16
319_18,2,0,0,0,2,319,18
319_19,2,0,0,0,2,319,19
320_0,2,0,0,0,2,320,0
320_1,1,1,0,0,2,320,1
320_2,1,0,1,0,2,320,2
320_3,1,1,0,0,2,320,3
320_4,2,0,0,0,2,320,4
320_5,1,0,1,0,2,320,5
320_6,1,0,1,0,2,320,6
320_7,0,1,1,0,2,320,7
320_8,1,0,1,0,2,320,8
320_9,1,0,1,0,2,320,9
320_10,0,0,2,0,2,320,10
320_11,1,0,0,1,2,320,11
320_12,1,0,0,1,2,320,12
320_13,2,0,0,0,2,320,13
320_14,2,0,0,0,2,320,14
320_15,1,1,0,0,2,320,15
320_16,1,0,1,0,2,320,16
320_17,1,0,1,0,2,320,17
320_18,0,0,1,1,2,320,18
320_19,2,0,0,0,2,320,19
320_20,1,0,1,0,2,320,20
320_21,1,0,1,0,2,320,21
320_22,1,1,0,0,2,320,22
320_23,2,0,0,0,2,320,23
320_24,1,0,1,0,2,320,24
320_25,1,1,0,0,2,320,25
320_26,1,0,1,0,2,320,26
320_27,0,0,1,1,2,320,27
320_28,1,1,0,0,2,320,28
320_29,0,0,1,1,2,320,29
320_30,1,0,1,0,2,320,30
320_31,1,0,1,0,2,320,31
320_32,1,1,0,0,2,320,32
320_33,0,1,1,0,2,320,33
320_34,1,0,1,0,2,320,34
321_0,2,0,0,0,2,321,0
321_1,2,0,0,0,2,321,1
321_2,2,0,0,0,2,321,2
321_3,2,0,0,0,2,321,3
321_4,1,1,0,0,2,321,4
321_5,2,0,0,0,2,321,5
321_6,1,0,0,1,2,321,6
321_7,1,0,0,1,2,321,7
321_8,2,0,0,0,2,321,8
321_9,2,0,0,0,2,321,9
321_10,2,0,0,0,2,321,10
321_11,1,0,1,0,2,321,11
321_12,2,0,0,0,2,321,12
321_13,0,0,1,1,2,321,13
321_14,1,0,1,0,2,321,14
321_15,0,0,2,0,2,321,15
321_16,0,0,2,0,2,321,16
321_17,1,1,0,0,2,321,17
321_18,1,0,0,1,2,321,18
321_19,1,0,0,1,2,321,19
321_20,0,0,2,0,2,321,20
321_21,1,0,1,0,2,321,21
321_22,2,0,0,0,2,321,22
321_23,2,0,0,0,2,321,23
321_24,1,0,0,1,2,321,24
321_25,0,1,1,0,2,321,25
321_26,0,1,1,0,2,321,26
321_27,0,1,1,0,2,321,27
322_0,1,0,0,1,2,322,0
322_1,1,0,0,1,2,322,1
322_2,1,0,0,1,2,322,2
322_3,0,1,1,0,2,322,3
322_4,2,0,0,0,2,322,4
322_5,2,0,0,0,2,322,5
322_6,1,0,0,1,2,322,6
322_7,1,0,0,1,2,322,7
322_8,0,1,1,0,2,322,8
322_9,1,0,0,1,2,322,9
322_10,1,0,0,1,2,322,10
322_11,2,0,0,0,2,322,11
322_12,2,0,0,0,2,322,12
322_13,1,0,0,1,2,322,13
322_14,2,0,0,0,2,322,14
322_15,1,0,0,1,2,322,15
322_16,2,0,0,0,2,322,16
322_17,1,0,0,1,2,322,17
322_18,1,0,0,1,2,322,18
322_19,1,0,0,1,2,322,19
323_0,2,0,0,0,2,323,0
323_1,1,0,1,0,2,323,1
323_2,2,0,0,0,2,323,2
323_3,0,0,2,0,2,323,3
323_4,0,1,1,0,2,323,4
323_5,1,0,1,0,2,323,5
323_6,2,0,0,0,2,323,6
323_7,1,0,1,0,2,323,7
323_8,2,0,0,0,2,323,8
323_9,2,0,0,0,2,323,9
323_10,2,0,0,0,2,323,10
323_11,2,0,0,0,2,323,11
323_12,2,0,0,0,2,323,12
323_13,2,0,0,0,2,323,13
323_14,2,0,0,0,2,323,14
323_15,2,0,0,0,2,323,15
323_16,2,0,0,0,2,323,16
323_17,2,0,0,0,2,323,17
323_18,2,0,0,0,2,323,18
323_19,2,0,0,0,2,323,19
323_20,2,0,0,0,2,323,20
323_21,2,0,0,0,2,323,21
323_22,2,0,0,0,2,323,22
323_23,2,0,0,0,2,323,23
323_24,2,0,0,0,2,323,24
323_25,2,0,0,0,2,323,25
324_0,1,0,0,1,2,324,0
324_1,2,0,0,0,2,324,1
324_2,2,0,0,0,2,324,2
324_3,1,0,1,0,2,324,3
324_4,1,0,0,1,2,324,4
324_5,2,0,0,0,2,324,5
324_6,1,0,0,1,2,324,6
324_7,1,0,0,1,2,324,7
324_8,2,0,0,0,2,324,8
324_9,1,0,0,1,2,324,9
324_10,1,1,0,0,2,324,10
324_11,1,1,0,0,2,324,11
324_12,2,0,0,0,2,324,12
324_13,2,0,0,0,2,324,13
324_14,1,0,0,1,2,324,14
324_15,1,0,1,0,2,324,15
324_16,1,0,0,1,2,324,16
324_17,1,0,1,0,2,324,17
324_18,1,0,0,1,2,324,18
324_19,1,1,0,0,2,324,19
324_20,1,0,0,1,2,324,20
324_21,1,0,0,1,2,324,21
324_22,1,0,0,1,2,324,22
324_23,1,0,0,1,2,324,23
324_24,2,0,0,0,2,324,24
324_25,1,0,0,1,2,324,25
324_26,2,0,0,0,2,324,26
324_27,1,0,0,1,2,324,27
324_28,1,1,0,0,2,324,28
324_29,1,0,1,0,2,324,29
325_0,1,0,0,1,2,325,0
325_1,0,0,0,2,2,325,1
325_2,0,0,0,2,2,325,2
325_3,2,0,0,0,2,325,3
325_4,2,0,0,0,2,325,4
325_5,2,0,0,0,2,325,5
325_6,2,0,0,0,2,325,6
325_7,2,0,0,0,2,325,7
325_8,1,0,0,1,2,325,8
325_9,2,0,0,0,2,325,9
325_10,0,0,0,2,2,325,10
325_11,2,0,0,0,2,325,11
325_12,1,0,0,1,2,325,12
325_13,0,1,1,0,2,325,13
325_14,0,1,1,0,2,325,14
325_15,2,0,0,0,2,325,15
325_16,1,1,0,0,2,325,16
325_17,1,0,0,1,2,325,17
325_18,1,0,0,1,2,325,18
325_19,2,0,0,0,2,325,19
325_20,2,0,0,0,2,325,20
325_21,2,0,0,0,2,325,21
325_22,2,0,0,0,2,325,22
325_23,2,0,0,0,2,325,23
325_24,2,0,0,0,2,325,24
325_25,1,0,0,1,2,325,25
325_26,2,0,0,0,2,325,26
325_27,1,0,0,1,2,325,27
325_28,2,0,0,0,2,325,28
325_29,2,0,0,0,2,325,29
325_30,2,0,0,0,2,325,30
325_31,1,0,0,1,2,325,31
326_0,2,0,0,0,2,326,0
326_1,2,0,0,0,2,326,1
326_2,0,0,0,2,2,326,2
326_3,2,0,0,0,2,326,3
326_4,2,0,0,0,2,326,4
326_5,1,0,0,1,2,326,5
326_6,1,0,0,1,2,326,6
326_7,2,0,0,0,2,326,7
326_8,0,0,0,2,2,326,8
326_9,0,1,0,1,2,326,9
326_10,0,0,1,1,2,326,10
326_11,1,0,0,1,2,326,11
326_12,0,0,0,2,2,326,12
326_13,0,0,0,2,2,326,13
326_14,0,1,0,1,2,326,14
326_15,1,0,1,0,2,326,15
326_16,2,0,0,0,2,326,16
326_17,1,0,0,1,2,326,17
326_18,1,0,1,0,2,326,18
326_19,0,0,0,2,2,326,19
327_0,2,0,0,0,2,327,0
327_1,1,0,0,1,2,327,1
327_2,2,0,0,0,2,327,2
327_3,1,0,0,1,2,327,3
327_4,2,0,0,0,2,327,4
327_5,2,0,0,0,2,327,5
327_6,1,0,1,0,2,327,6
327_7,1,0,0,1,2,327,7
327_8,1,0,0,1,2,327,8
327_9,2,0,0,0,2,327,9
327_11,2,0,0,0,2,327,11
327_12,2,0,0,0,2,327,12
327_13,1,0,0,1,2,327,13
327_14,1,0,0,1,2,327,14
327_15,2,0,0,0,2,327,15
327_16,0,0,0,2,2,327,16
327_17,0,0,0,2,2,327,17
327_18,1,0,0,1,2,327,18
327_19,1,1,0,0,2,327,19
328_1,2,0,0,0,2,328,1
328_2,1,0,0,1,2,328,2
328_3,2,0,0,0,2,328,3
328_4,2,0,0,0,2,328,4
328_5,1,1,0,0,2,328,5
328_6,1,0,0,1,2,328,6
328_7,2,0,0,0,2,328,7
328_8,2,0,0,0,2,328,8
328_9,2,0,0,0,2,328,9
328_10,1,0,1,0,2,328,10
328_11,0,1,0,1,2,328,11
328_12,1,1,0,0,2,328,12
328_13,0,0,1,1,2,328,13
328_14,1,0,0,1,2,328,14
328_15,1,0,1,0,2,328,15
328_16,1,0,1,0,2,328,16
328_17,2,0,0,0,2,328,17
328_18,0,0,1,1,2,328,18
328_19,1,0,1,0,2,328,19
329_0,2,0,0,0,2,329,0
329_1,2,0,0,0,2,329,1
329_2,1,1,0,0,2,329,2
329_3,1,0,0,1,2,329,3
329_4,2,0,0,0,2,329,4
329_5,1,0,0,1,2,329,5
329_6,2,0,0,0,2,329,6
329_7,2,0,0,0,2,329,7
329_8,1,0,0,1,2,329,8
329_9,1,0,0,1,2,329,9
329_10,1,0,1,0,2,329,10
329_11,0,1,0,1,2,329,11
329_12,1,0,1,0,2,329,12
329_13,1,1,0,0,2,329,13
329_14,1,0,0,1,2,329,14
329_15,1,0,1,0,2,329,15
329_16,1,1,0,0,2,329,16
329_17,1,0,1,0,2,329,17
329_18,1,0,1,0,2,329,18
329_19,1,0,1,0,2,329,19
330_0,2,0,0,0,2,330,0
330_1,0,0,0,2,2,330,1
330_2,1,0,0,1,2,330,2
330_3,1,0,1,0,2,330,3
330_4,0,0,2,0,2,330,4
330_5,1,0,1,0,2,330,5
330_6,2,0,0,0,2,330,6
330_7,0,2,0,0,2,330,7
330_8,2,0,0,0,2,330,8
330_9,1,0,0,1,2,330,9
330_10,2,0,0,0,2,330,10
330_11,0,0,2,0,2,330,11
330_12,1,0,0,1,2,330,12
330_14,2,0,0,0,2,330,14
330_15,2,0,0,0,2,330,15
330_16,0,1,1,0,2,330,16
330_17,2,0,0,0,2,330,17
330_18,0,2,0,0,2,330,18
330_19,2,0,0,0,2,330,19
330_20,2,0,0,0,2,330,20
330_21,1,0,0,1,2,330,21
330_22,0,0,2,0,2,330,22
330_23,2,0,0,0,2,330,23
330_24,0,0,2,0,2,330,24
330_25,1,0,1,0,2,330,25
330_26,2,0,0,0,2,330,26
330_27,2,0,0,0,2,330,27
330_28,2,0,0,0,2,330,28
330_29,2,0,0,0,2,330,29
330_30,2,0,0,0,2,330,30
330_31,2,0,0,0,2,330,31
330_32,2,0,0,0,2,330,32
330_33,1,0,1,0,2,330,33
330_34,0,0,0,2,2,330,34
331_0,0,1,0,1,2,331,0
331_1,2,0,0,0,2,331,1
331_2,1,0,0,1,2,331,2
331_4,2,0,0,0,2,331,4
331_5,2,0,0,0,2,331,5
331_6,0,1,0,1,2,331,6
331_7,2,0,0,0,2,331,7
331_8,0,0,2,0,2,331,8
331_9,0,1,0,1,2,331,9
331_10,1,0,1,0,2,331,10
331_11,2,0,0,0,2,331,11
331_12,2,0,0,0,2,331,12
331_13,2,0,0,0,2,331,13
331_14,0,1,0,1,2,331,14
331_15,1,0,0,1,2,331,15
331_16,1,0,0,1,2,331,16
331_17,2,0,0,0,2,331,17
331_18,1,0,0,1,2,331,18
331_19,2,0,0,0,2,331,19
332_0,2,0,0,0,2,332,0
332_1,0,1,1,0,2,332,1
332_2,2,0,0,0,2,332,2
332_3,2,0,0,0,2,332,3
332_4,2,0,0,0,2,332,4
332_5,2,0,0,0,2,332,5
332_6,0,1,1,0,2,332,6
332_7,0,0,2,0,2,332,7
332_8,2,0,0,0,2,332,8
332_9,2,0,0,0,2,332,9
332_10,2,0,0,0,2,332,10
332_11,2,0,0,0,2,332,11
332_12,2,0,0,0,2,332,12
332_13,2,0,0,0,2,332,13
332_14,2,0,0,0,2,332,14
333_0,0,2,0,0,2,333,0
333_1,2,0,0,0,2,333,1
333_2,2,0,0,0,2,333,2
333_3,2,0,0,0,2,333,3
333_4,2,0,0,0,2,333,4
333_5,2,0,0,0,2,333,5
333_6,1,0,1,0,2,333,6
333_7,0,1,0,1,2,333,7
333_8,2,0,0,0,2,333,8
333_9,1,0,1,0,2,333,9
333_10,2,0,0,0,2,333,10
333_11,2,0,0,0,2,333,11
333_12,0,1,0,1,2,333,12
333_13,0,1,1,0,2,333,13
333_14,1,0,1,0,2,333,14
333_15,1,0,1,0,2,333,15
333_16,1,0,1,0,2,333,16
333_17,2,0,0,0,2,333,17
333_18,2,0,0,0,2,333,18
333_19,1,0,1,0,2,333,19
333_20,1,0,1,0,2,333,20
333_21,1,0,1,0,2,333,21
333_22,1,0,1,0,2,333,22
333_23,1,0,1,0,2,333,23
334_0,0,1,0,1,2,334,0
334_1,2,0,0,0,2,334,1
334_2,2,0,0,0,2,334,2
334_3,1,0,1,0,2,334,3
334_4,2,0,0,0,2,334,4
334_5,2,0,0,0,2,334,5
334_6,0,2,0,0,2,334,6
334_7,2,0,0,0,2,334,7
334_8,2,0,0,0,2,334,8
334_9,2,0,0,0,2,334,9
334_10,2,0,0,0,2,334,10
334_11,2,0,0,0,2,334,11
334_12,2,0,0,0,2,334,12
334_13,2,0,0,0,2,334,13
334_14,2,0,0,0,2,334,14
334_15,0,2,0,0,2,334,15
334_16,2,0,0,0,2,334,16
334_17,0,2,0,0,2,334,17
334_18,0,1,1,0,2,334,18
334_19,2,0,0,0,2,334,19
335_0,0,1,0,1,2,335,0
335_1,1,1,0,0,2,335,1
335_2,0,0,1,1,2,335,2
335_3,0,1,1,0,2,335,3
335_4,2,0,0,0,2,335,4
335_5,0,1,0,1,2,335,5
335_6,1,1,0,0,2,335,6
335_7,1,1,0,0,2,335,7
335_8,1,0,0,1,2,335,8
335_9,0,0,2,0,2,335,9
335_10,1,0,0,1,2,335,10
335_11,1,0,0,1,2,335,11
335_12,0,0,2,0,2,335,12
335_13,0,1,0,1,2,335,13
335_14,1,1,0,0,2,335,14
335_15,1,1,0,0,2,335,15
335_16,0,1,0,1,2,335,16
335_17,2,0,0,0,2,335,17
335_19,2,0,0,0,2,335,19
336_0,2,0,0,0,2,336,0
336_1,1,0,1,0,2,336,1
336_2,2,0,0,0,2,336,2
336_3,1,0,0,1,2,336,3
336_4,0,1,1,0,2,336,4
336_5,0,1,0,1,2,336,5
336_6,1,0,0,1,2,336,6
336_7,0,0,1,1,2,336,7
336_8,1,0,0,1,2,336,8
336_9,0,0,2,0,2,336,9
336_10,0,2,0,0,2,336,10
336_11,1,0,0,1,2,336,11
336_12,0,0,2,0,2,336,12
336_13,1,0,0,1,2,336,13
336_14,2,0,0,0,2,336,14
336_15,1,1,0,0,2,336,15
336_16,2,0,0,0,2,336,16
336_17,2,0,0,0,2,336,17
336_18,2,0,0,0,2,336,18
336_19,2,0,0,0,2,336,19
337_0,2,0,0,0,2,337,0
337_1,2,0,0,0,2,337,1
337_2,2,0,0,0,2,337,2
337_3,2,0,0,0,2,337,3
337_4,2,0,0,0,2,337,4
337_5,0,1,0,1,2,337,5
337_6,2,0,0,0,2,337,6
337_7,2,0,0,0,2,337,7
337_8,2,0,0,0,2,337,8
337_9,2,0,0,0,2,337,9
337_10,2,0,0,0,2,337,10
337_11,2,0,0,0,2,337,11
337_12,2,0,0,0,2,337,12
337_13,2,0,0,0,2,337,13
338_0,2,0,0,0,2,338,0
338_1,2,0,0,0,2,338,1
338_2,1,0,0,1,2,338,2
338_3,2,0,0,0,2,338,3
338_4,2,0,0,0,2,338,4
338_5,2,0,0,0,2,338,5
338_6,2,0,0,0,2,338,6
338_7,0,1,0,1,2,338,7
338_8,0,0,2,0,2,338,8
338_9,1,0,0,1,2,338,9
338_10,1,0,0,1,2,338,10
338_11,1,0,0,1,2,338,11
338_12,2,0,0,0,2,338,12
338_13,1,0,0,1,2,338,13
338_14,0,1,1,0,2,338,14
338_15,2,0,0,0,2,338,15
338_16,0,0,1,1,2,338,16
338_17,1,0,0,1,2,338,17
338_18,2,0,0,0,2,338,18
338_19,1,0,0,1,2,338,19
339_0,1,0,0,1,2,339,0
339_1,2,0,0,0,2,339,1
339_2,0,1,1,0,2,339,2
339_3,0,2,0,0,2,339,3
339_4,1,0,0,1,2,339,4
339_5,1,0,0,1,2,339,5
339_6,2,0,0,0,2,339,6
339_7,1,0,0,1,2,339,7
339_8,1,0,0,1,2,339,8
339_9,1,0,0,1,2,339,9
339_10,1,1,0,0,2,339,10
339_11,1,0,0,1,2,339,11
339_12,1,0,0,1,2,339,12
339_13,1,0,0,1,2,339,13
339_14,0,1,1,0,2,339,14
339_15,1,0,0,1,2,339,15
339_16,1,0,0,1,2,339,16
339_17,1,0,0,1,2,339,17
339_18,1,0,0,1,2,339,18
339_19,0,1,1,0,2,339,19
339_20,0,0,2,0,2,339,20
339_21,0,1,1,0,2,339,21
339_22,1,0,0,1,2,339,22
339_23,0,1,1,0,2,339,23
339_24,1,0,0,1,2,339,24
339_25,0,1,1,0,2,339,25
339_26,1,0,0,1,2,339,26
339_27,1,0,0,1,2,339,27
339_28,1,0,0,1,2,339,28
339_29,1,0,0,1,2,339,29
340_0,0,0,2,0,2,340,0
340_2,1,0,0,1,2,340,2
340_3,2,0,0,0,2,340,3
340_4,0,1,1,0,2,340,4
340_5,1,0,0,1,2,340,5
340_6,1,0,0,1,2,340,6
340_7,1,0,0,1,2,340,7
340_8,0,1,1,0,2,340,8
340_9,0,1,1,0,2,340,9
340_10,2,0,0,0,2,340,10
340_11,1,0,0,1,2,340,11
340_12,0,0,2,0,2,340,12
340_13,2,0,0,0,2,340,13
340_14,1,0,0,1,2,340,14
340_15,2,0,0,0,2,340,15
340_16,1,0,0,1,2,340,16
340_17,2,0,0,0,2,340,17
340_18,1,0,0,1,2,340,18
340_19,1,0,0,1,2,340,19
341_0,1,0,1,0,2,341,0
341_1,2,0,0,0,2,341,1
341_2,0,1,0,1,2,341,2
341_3,2,0,0,0,2,341,3
342_0,0,1,1,0,2,342,0
342_1,0,0,0,2,2,342,1
342_2,0,1,1,0,2,342,2
342_3,1,1,0,0,2,342,3
342_4,1,0,0,1,2,342,4
342_5,1,0,0,1,2,342,5
342_6,1,0,0,1,2,342,6
342_7,1,0,0,1,2,342,7
342_8,1,0,0,1,2,342,8
342_9,2,0,0,0,2,342,9
342_10,2,0,0,0,2,342,10
342_11,2,0,0,0,2,342,11
342_12,1,0,0,1,2,342,12
342_13,2,0,0,0,2,342,13
342_14,2,0,0,0,2,342,14
342_15,1,0,0,1,2,342,15
342_16,1,0,0,1,2,342,16
342_17,1,0,0,1,2,342,17
342_18,1,0,0,1,2,342,18
342_19,1,0,0,1,2,342,19
343_0,1,0,0,1,2,343,0
343_1,0,0,2,0,2,343,1
343_2,1,1,0,0,2,343,2
343_3,1,0,0,1,2,343,3
343_4,1,0,0,1,2,343,4
343_5,1,0,0,1,2,343,5
343_6,1,0,0,1,2,343,6
343_7,2,0,0,0,2,343,7
343_9,2,0,0,0,2,343,9
343_10,1,0,0,1,2,343,10
343_11,1,0,0,1,2,343,11
343_12,2,0,0,0,2,343,12
343_13,2,0,0,0,2,343,13
343_14,2,0,0,0,2,343,14
343_15,1,0,0,1,2,343,15
343_16,1,0,0,1,2,343,16
344_0,0,0,0,2,2,344,0
344_1,2,0,0,0,2,344,1
344_2,2,0,0,0,2,344,2
344_3,2,0,0,0,2,344,3
344_4,0,0,0,2,2,344,4
344_5,0,0,0,2,2,344,5
344_8,0,0,0,2,2,344,8
344_9,0,0,0,2,2,344,9
344_10,1,0,0,1,2,344,10
344_11,0,1,1,0,2,344,11
344_12,1,0,0,1,2,344,12
344_13,1,0,0,1,2,344,13
344_14,0,0,0,2,2,344,14
344_15,0,1,1,0,2,344,15
344_16,2,0,0,0,2,344,16
344_17,1,0,0,1,2,344,17
344_18,0,0,1,1,2,344,18
344_19,0,0,2,0,2,344,19
344_20,0,1,1,0,2,344,20
344_21,2,0,0,0,2,344,21
344_22,0,2,0,0,2,344,22
344_23,1,0,0,1,2,344,23
344_24,2,0,0,0,2,344,24
344_25,0,1,1,0,2,344,25
344_26,2,0,0,0,2,344,26
344_27,2,0,0,0,2,344,27
344_28,0,0,0,2,2,344,28
344_29,1,0,0,1,2,344,29
344_30,1,0,0,1,2,344,30
344_31,1,0,0,1,2,344,31
344_32,2,0,0,0,2,344,32
344_33,2,0,0,0,2,344,33
344_34,2,0,0,0,2,344,34
344_35,2,0,0,0,2,344,35
344_36,2,0,0,0,2,344,36
345_0,2,0,0,0,2,345,0
345_1,1,0,0,1,2,345,1
345_2,1,0,0,1,2,345,2
345_3,2,0,0,0,2,345,3
345_4,2,0,0,0,2,345,4
345_5,1,0,0,1,2,345,5
345_6,2,0,0,0,2,345,6
345_7,2,0,0,0,2,345,7
345_8,2,0,0,0,2,345,8
345_9,1,0,0,1,2,345,9
345_10,1,0,0,1,2,345,10
345_11,1,0,0,1,2,345,11
345_12,1,0,0,1,2,345,12
345_13,1,0,0,1,2,345,13
345_14,2,0,0,0,2,345,14
345_15,2,0,0,0,2,345,15
345_16,1,0,0,1,2,345,16
345_17,2,0,0,0,2,345,17
345_18,1,0,0,1,2,345,18
345_19,2,0,0,0,2,345,19
346_0,2,0,0,0,2,346,0
346_1,1,0,1,0,2,346,1
346_2,2,0,0,0,2,346,2
346_3,0,1,1,0,2,346,3
346_4,2,0,0,0,2,346,4
346_5,2,0,0,0,2,346,5
346_6,0,0,0,2,2,346,6
346_7,2,0,0,0,2,346,7
346_8,2,0,0,0,2,346,8
346_9,2,0,0,0,2,346,9
346_10,2,0,0,0,2,346,10
346_11,1,0,1,0,2,346,11
346_12,2,0,0,0,2,346,12
346_13,0,0,2,0,2,346,13
346_14,1,0,1,0,2,346,14
346_15,1,0,0,1,2,346,15
346_16,0,0,0,2,2,346,16
346_17,2,0,0,0,2,346,17
346_18,2,0,0,0,2,346,18
346_19,2,0,0,0,2,346,19
347_0,2,0,0,0,2,347,0
347_1,0,1,0,1,2,347,1
347_2,2,0,0,0,2,347,2
347_3,2,0,0,0,2,347,3
347_4,0,0,2,0,2,347,4
347_5,1,0,1,0,2,347,5
347_6,0,0,2,0,2,347,6
347_7,2,0,0,0,2,347,7
347_8,0,0,2,0,2,347,8
347_9,2,0,0,0,2,347,9
347_10,2,0,0,0,2,347,10
347_11,2,0,0,0,2,347,11
347_12,2,0,0,0,2,347,12
347_13,2,0,0,0,2,347,13
347_14,2,0,0,0,2,347,14
347_15,2,0,0,0,2,347,15
347_16,2,0,0,0,2,347,16
347_17,2,0,0,0,2,347,17
347_18,2,0,0,0,2,347,18
347_19,2,0,0,0,2,347,19
348_0,2,0,0,0,2,348,0
348_1,2,0,0,0,2,348,1
348_2,1,0,0,1,2,348,2
348_3,0,1,1,0,2,348,3
348_4,2,0,0,0,2,348,4
348_5,1,0,0,1,2,348,5
348_6,2,0,0,0,2,348,6
348_7,2,0,0,0,2,348,7
348_8,0,2,0,0,2,348,8
348_9,2,0,0,0,2,348,9
348_10,2,0,0,0,2,348,10
348_11,2,0,0,0,2,348,11
348_12,0,0,0,2,2,348,12
348_13,0,1,0,1,2,348,13
348_14,2,0,0,0,2,348,14
348_15,1,0,0,1,2,348,15
348_16,2,0,0,0,2,348,16
348_17,2,0,0,0,2,348,17
348_18,2,0,0,0,2,348,18
348_19,1,0,0,1,2,348,19
349_0,2,0,0,0,2,349,0
