,Edita,Andrei,Meli,Alina,Liviu,Oana,Silviu,Mada
76_11,,,,3.0,,3.0,,
76_12,,,,3.0,,3.0,,
76_13,,,,3.0,,3.0,,
76_14,,,,3.0,,3.0,,
76_15,,,,1.0,,1.0,,
76_16,,,,3.0,,1.0,,
76_17,,,,1.0,,1.0,,
76_18,,,,1.0,,1.0,,
76_19,,,,3.0,,3.0,,
76_20,,,,3.0,,1.0,,
76_21,,,,1.0,,1.0,,
76_22,,,,3.0,,3.0,,
76_23,,,,3.0,,1.0,,
76_24,,,,3.0,,1.0,,
76_25,,,,3.0,,3.0,,
76_26,,,,3.0,,3.0,,
76_27,,,,3.0,,1.0,,
76_28,,,,3.0,,1.0,,
76_29,,,,1.0,,1.0,,
76_30,,,,1.0,,1.0,,
76_31,,,,1.0,,1.0,,
76_32,,,,1.0,,1.0,,
76_33,,,,3.0,,3.0,,
76_34,,,,3.0,,3.0,,
76_35,,,,3.0,,1.0,,
76_36,,,,3.0,,1.0,,
76_37,,,,1.0,,1.0,,
77_0,,,,3.0,,1.0,,
77_1,,,,3.0,,1.0,,
77_2,,,,3.0,,1.0,,
77_3,,,,3.0,,1.0,,
77_4,,,,3.0,,1.0,,
77_5,,,,3.0,,1.0,,
77_6,,,,3.0,,1.0,,
77_7,,,,3.0,,1.0,,
77_8,,,,3.0,,1.0,,
77_9,,,,3.0,,1.0,,
77_10,,,,3.0,,3.0,,
77_11,,,,3.0,,3.0,,
77_12,,,,3.0,,3.0,,
77_13,,,,3.0,,3.0,,
77_14,,,,3.0,,3.0,,
77_15,,,,3.0,,3.0,,
77_16,,,,3.0,,3.0,,
77_17,,,,3.0,,3.0,,
77_18,,,,3.0,,3.0,,
77_19,,,,3.0,,3.0,,
78_0,,,,3.0,,1.0,,
78_1,,,,3.0,,3.0,,
78_2,,,,3.0,,3.0,,
78_3,,,,3.0,,3.0,,
78_4,,,,3.0,,3.0,,
78_5,,,,3.0,,3.0,,
78_6,,,,3.0,,1.0,,
78_7,,,,3.0,,3.0,,
78_8,,,,3.0,,3.0,,
78_9,,,,3.0,,3.0,,
78_10,,,,3.0,,3.0,,
78_11,,,,3.0,,1.0,,
78_12,,,,3.0,,3.0,,
78_13,,,,1.0,,1.0,,
78_14,,,,3.0,,3.0,,
78_15,,,,3.0,,3.0,,
78_16,,,,3.0,,3.0,,
78_17,,,,3.0,,3.0,,
78_18,,,,3.0,,3.0,,
78_19,,,,3.0,,3.0,,
78_20,,,,3.0,,1.0,,
78_21,,,,3.0,,3.0,,
78_22,,,,3.0,,3.0,,
78_23,,,,3.0,,3.0,,
79_0,,,,3.0,,3.0,,
79_1,,,,3.0,,3.0,,
79_2,,,,3.0,,3.0,,
79_3,,,,3.0,,3.0,,
79_4,,,,3.0,,3.0,,
79_5,,,,1.0,,3.0,,
79_6,,,,3.0,,3.0,,
79_7,,,,3.0,,3.0,,
79_8,,,,3.0,,3.0,,
79_9,,,,3.0,,3.0,,
79_10,,,,3.0,,3.0,,
79_11,,,,3.0,,3.0,,
79_12,,,,3.0,,3.0,,
79_13,,,,3.0,,3.0,,
79_14,,,,1.0,,3.0,,
79_15,,,,3.0,,3.0,,
79_16,,,,3.0,,3.0,,
79_17,,,,3.0,,3.0,,
79_18,,,,3.0,,3.0,,
79_19,,,,3.0,,1.0,,
80_0,,,,3.0,,1.0,,
80_1,,,,3.0,,1.0,,
80_2,,,,3.0,,3.0,,
80_3,,,,3.0,,3.0,,
80_4,,,,3.0,,3.0,,
80_5,,,,3.0,,1.0,,
80_6,,,,3.0,,1.0,,
80_7,,,,3.0,,3.0,,
80_8,,,,3.0,,3.0,,
80_9,,,,1.0,,1.0,,
80_10,,,,3.0,,3.0,,
80_11,,,,3.0,,3.0,,
80_12,,,,3.0,,3.0,,
80_13,,,,3.0,,3.0,,
80_14,,,,3.0,,1.0,,
80_15,,,,3.0,,1.0,,
80_16,,,,3.0,,3.0,,
80_17,,,,3.0,,3.0,,
80_18,,,,3.0,,3.0,,
80_19,,,,3.0,,3.0,,
80_20,,,,3.0,,3.0,,
80_21,,,,3.0,,3.0,,
80_22,,,,3.0,,3.0,,
80_23,,,,3.0,,1.0,,
80_24,,,,3.0,,1.0,,
81_0,,,,3.0,,1.0,,
81_1,,,,3.0,,3.0,,
81_2,,,,3.0,,1.0,,
81_3,,,,3.0,,1.0,,
81_4,,,,1.0,,1.0,,
81_5,,,,1.0,,1.0,,
81_6,,,,3.0,,3.0,,
81_7,,,,1.0,,3.0,,
81_8,,,,3.0,,3.0,,
81_9,,,,1.0,,1.0,,
81_10,,,,3.0,,3.0,,
81_11,,,,3.0,,3.0,,
81_12,,,,3.0,,3.0,,
81_13,,,,3.0,,3.0,,
81_14,,,,3.0,,3.0,,
81_15,,,,3.0,,1.0,,
81_16,,,,3.0,,3.0,,
81_17,,,,3.0,,3.0,,
81_18,,,,3.0,,3.0,,
81_19,,,,1.0,,3.0,,
82_0,,,,3.0,,3.0,,
82_1,,,,3.0,,3.0,,
82_2,,,,3.0,,3.0,,
82_3,,,,3.0,,3.0,,
82_4,,,,3.0,,3.0,,
82_5,,,,3.0,,3.0,,
82_6,,,,3.0,,3.0,,
82_7,,,,3.0,,3.0,,
82_8,,,,3.0,,3.0,,
82_9,,,,3.0,,3.0,,
82_10,,,,3.0,,3.0,,
82_11,,,,3.0,,3.0,,
82_12,,,,3.0,,3.0,,
82_13,,,,3.0,,3.0,,
82_14,,,,3.0,,3.0,,
82_15,,,,3.0,,3.0,,
82_16,,,,3.0,,3.0,,
83_0,,,,3.0,,3.0,,
83_1,,,,3.0,,3.0,,
83_2,,,,3.0,,3.0,,
83_3,,,,3.0,,3.0,,
83_4,,,,1.0,,1.0,,
83_5,,,,1.0,,1.0,,
83_9,,,,3.0,,1.0,,
83_10,,,,3.0,,1.0,,
83_11,,,,3.0,,3.0,,
83_12,,,,3.0,,3.0,,
83_13,,,,3.0,,3.0,,
83_14,,,,3.0,,3.0,,
83_15,,,,3.0,,3.0,,
83_16,,,,3.0,,3.0,,
83_17,,,,3.0,,3.0,,
83_18,,,,3.0,,3.0,,
83_19,,,,3.0,,3.0,,
84_0,,,,3.0,,1.0,,
84_1,,,,3.0,,3.0,,
84_2,,,,3.0,,1.0,,
84_3,,,,3.0,,3.0,,
84_4,,,,3.0,,1.0,,
84_5,,,,3.0,,1.0,,
84_6,,,,3.0,,3.0,,
84_7,,,,3.0,,1.0,,
84_8,,,,3.0,,3.0,,
84_9,,,,3.0,,3.0,,
84_10,,,,3.0,,3.0,,
84_11,,,,3.0,,3.0,,
84_12,,,,3.0,,3.0,,
84_13,,,,3.0,,3.0,,
84_14,,,,3.0,,3.0,,
84_15,,,,3.0,,3.0,,
84_16,,,,3.0,,3.0,,
84_17,,,,3.0,,3.0,,
84_18,,,,3.0,,3.0,,
84_19,,,,3.0,,3.0,,
294_0,,,,,1.0,,3.0,
294_1,,,,,3.0,,3.0,
294_2,,,,,3.0,,3.0,
294_3,,,,,3.0,,3.0,
294_4,,,,,3.0,,1.0,
294_5,,,,,3.0,,1.0,
294_6,,,,,1.0,,1.0,
294_7,,,,,3.0,,3.0,
294_8,,,,,1.0,,1.0,
294_9,,,,,3.0,,3.0,
294_10,,,,,3.0,,3.0,
294_11,,,,,3.0,,3.0,
294_12,,,,,3.0,,3.0,
294_13,,,,,3.0,,1.0,
294_14,,,,,3.0,,3.0,
294_15,,,,,3.0,,3.0,
294_16,,,,,3.0,,3.0,
294_17,,,,,1.0,,3.0,
294_18,,,,,1.0,,3.0,
294_19,,,,,3.0,,3.0,
294_20,,,,,3.0,,3.0,
294_21,,,,,1.0,,3.0,
294_22,,,,,1.0,,3.0,
294_23,,,,,3.0,,3.0,
294_24,,,,,3.0,,3.0,
294_25,,,,,3.0,,3.0,
294_26,,,,,3.0,,3.0,
294_27,,,,,3.0,,3.0,
294_28,,,,,1.0,,3.0,
297_0,,,,,3.0,,3.0,
297_1,,,,,1.0,,3.0,
297_2,,,,,3.0,,3.0,
297_3,,,,,3.0,,3.0,
297_4,,,,,3.0,,3.0,
297_5,,,,,1.0,,3.0,
297_6,,,,,1.0,,1.0,
297_7,,,,,1.0,,1.0,
297_8,,,,,1.0,,1.0,
297_9,,,,,3.0,,3.0,
297_10,,,,,1.0,,1.0,
297_11,,,,,3.0,,3.0,
297_12,,,,,1.0,,3.0,
297_13,,,,,3.0,,3.0,
297_14,,,,,3.0,,3.0,
297_15,,,,,3.0,,3.0,
297_16,,,,,3.0,,3.0,
297_17,,,,,3.0,,3.0,
297_18,,,,,3.0,,3.0,
297_19,,,,,3.0,,3.0,
297_20,,,,,3.0,,3.0,
297_21,,,,,3.0,,3.0,
297_22,,,,,3.0,,3.0,
297_23,,,,,3.0,,3.0,
297_24,,,,,3.0,,3.0,
297_25,,,,,3.0,,3.0,
297_26,,,,,3.0,,3.0,
297_27,,,,,1.0,,3.0,
297_28,,,,,3.0,,3.0,
298_0,,,,,3.0,,1.0,
298_1,,,,,3.0,,3.0,
298_2,,,,,3.0,,3.0,
298_3,,,,,1.0,,1.0,
298_4,,,,,3.0,,3.0,
298_5,,,,,3.0,,3.0,
298_6,,,,,1.0,,3.0,
298_7,,,,,3.0,,3.0,
298_8,,,,,3.0,,3.0,
298_9,,,,,1.0,,3.0,
298_10,,,,,3.0,,3.0,
298_11,,,,,1.0,,3.0,
298_12,,,,,3.0,,3.0,
298_14,,,,,1.0,,3.0,
298_15,,,,,3.0,,1.0,
298_16,,,,,1.0,,3.0,
298_17,,,,,3.0,,1.0,
298_18,,,,,3.0,,1.0,
298_19,,,,,1.0,,3.0,
299_0,,,,,3.0,,3.0,
299_1,,,,,3.0,,1.0,
299_2,,,,,3.0,,3.0,
299_3,,,,,3.0,,3.0,
299_4,,,,,3.0,,3.0,
299_5,,,,,3.0,,3.0,
299_6,,,,,3.0,,3.0,
299_7,,,,,3.0,,3.0,
299_8,,,,,3.0,,3.0,
299_9,,,,,3.0,,3.0,
299_10,,,,,3.0,,1.0,
299_11,,,,,3.0,,3.0,
299_12,,,,,3.0,,3.0,
299_13,,,,,3.0,,3.0,
299_14,,,,,3.0,,3.0,
299_15,,,,,3.0,,3.0,
299_16,,,,,1.0,,3.0,
299_17,,,,,3.0,,3.0,
299_18,,,,,3.0,,3.0,
299_19,,,,,1.0,,1.0,
299_20,,,,,3.0,,3.0,
299_21,,,,,1.0,,3.0,
299_22,,,,,3.0,,3.0,
299_23,,,,,3.0,,3.0,
299_24,,,,,1.0,,1.0,
299_25,,,,,3.0,,3.0,
299_26,,,,,1.0,,1.0,
299_27,,,,,3.0,,3.0,
299_28,,,,,1.0,,1.0,
299_29,,,,,3.0,,3.0,
299_30,,,,,3.0,,3.0,
299_31,,,,,3.0,,3.0,
299_32,,,,,3.0,,3.0,
299_33,,,,,1.0,,3.0,
299_34,,,,,3.0,,3.0,
299_35,,,,,3.0,,3.0,
299_36,,,,,3.0,,3.0,
299_37,,,,,3.0,,3.0,
299_38,,,,,3.0,,3.0,
299_39,,,,,1.0,,1.0,
300_0,,,,,3.0,,3.0,
300_1,,,,,3.0,,3.0,
300_2,,,,,3.0,,3.0,
300_3,,,,,3.0,,3.0,
300_4,,,,,3.0,,3.0,
300_5,,,,,3.0,,3.0,
300_6,,,,,3.0,,3.0,
300_7,,,,,3.0,,3.0,
300_8,,,,,3.0,,3.0,
300_9,,,,,1.0,,3.0,
300_10,,,,,1.0,,1.0,
300_11,,,,,1.0,,3.0,
300_12,,,,,3.0,,3.0,
300_13,,,,,3.0,,1.0,
300_14,,,,,1.0,,3.0,
300_15,,,,,3.0,,3.0,
300_16,,,,,1.0,,3.0,
300_17,,,,,1.0,,3.0,
300_18,,,,,3.0,,3.0,
300_19,,,,,1.0,,1.0,
300_20,,,,,3.0,,1.0,
300_21,,,,,1.0,,3.0,
300_22,,,,,3.0,,3.0,
300_23,,,,,1.0,,1.0,
300_24,,,,,3.0,,3.0,
300_25,,,,,1.0,,1.0,
300_26,,,,,3.0,,1.0,
300_27,,,,,3.0,,3.0,
300_28,,,,,3.0,,3.0,
300_29,,,,,1.0,,3.0,
301_0,,,,,1.0,,3.0,
301_1,,,,,3.0,,3.0,
301_2,,,,,3.0,,3.0,
301_3,,,,,3.0,,3.0,
301_4,,,,,3.0,,3.0,
301_5,,,,,1.0,,1.0,
301_6,,,,,3.0,,3.0,
301_7,,,,,3.0,,3.0,
301_8,,,,,3.0,,3.0,
301_9,,,,,3.0,,3.0,
301_10,,,,,3.0,,1.0,
301_11,,,,,3.0,,3.0,
301_12,,,,,1.0,,1.0,
301_13,,,,,3.0,,3.0,
301_14,,,,,1.0,,1.0,
301_15,,,,,3.0,,3.0,
301_16,,,,,3.0,,3.0,
301_17,,,,,3.0,,3.0,
301_18,,,,,1.0,,3.0,
301_19,,,,,3.0,,3.0,
302_0,,,,,3.0,,3.0,
302_1,,,,,3.0,,3.0,
302_2,,,,,3.0,,3.0,
302_3,,,,,3.0,,3.0,
302_4,,,,,3.0,,1.0,
302_5,,,,,3.0,,3.0,
302_6,,,,,1.0,,3.0,
302_7,,,,,3.0,,1.0,
302_8,,,,,3.0,,3.0,
302_9,,,,,3.0,,3.0,
302_10,,,,,3.0,,3.0,
302_11,,,,,1.0,,3.0,
302_12,,,,,3.0,,1.0,
302_13,,,,,3.0,,1.0,
302_14,,,,,1.0,,3.0,
302_15,,,,,1.0,,3.0,
303_0,,,,,3.0,,3.0,
303_1,,,,,3.0,,3.0,
303_2,,,,,3.0,,1.0,
303_3,,,,,3.0,,3.0,
303_4,,,,,3.0,,3.0,
303_5,,,,,3.0,,1.0,
303_6,,,,,3.0,,3.0,
303_7,,,,,3.0,,3.0,
303_8,,,,,3.0,,3.0,
303_9,,,,,3.0,,3.0,
304_0,,,,,3.0,,1.0,
304_1,,,,,3.0,,3.0,
304_2,,,,,3.0,,3.0,
304_3,,,,,3.0,,3.0,
304_4,,,,,3.0,,3.0,
304_5,,,,,3.0,,3.0,
304_6,,,,,3.0,,3.0,
304_7,,,,,1.0,,1.0,
304_8,,,,,1.0,,1.0,
304_9,,,,,3.0,,3.0,
304_10,,,,,3.0,,3.0,
304_11,,,,,1.0,,1.0,
304_12,,,,,1.0,,3.0,
304_13,,,,,3.0,,3.0,
304_14,,,,,3.0,,3.0,
304_15,,,,,3.0,,3.0,
304_16,,,,,3.0,,3.0,
305_0,,,,,3.0,,3.0,
305_1,,,,,3.0,,3.0,
305_2,,,,,3.0,,3.0,
305_3,,,,,3.0,,3.0,
305_4,,,,,3.0,,3.0,
305_5,,,,,1.0,,3.0,
305_6,,,,,3.0,,3.0,
305_7,,,,,3.0,,3.0,
305_8,,,,,3.0,,3.0,
305_9,,,,,3.0,,3.0,
305_10,,,,,3.0,,3.0,
305_11,,,,,3.0,,3.0,
305_12,,,,,3.0,,3.0,
305_13,,,,,1.0,,1.0,
305_14,,,,,1.0,,3.0,
305_15,,,,,1.0,,3.0,
305_16,,,,,1.0,,1.0,
305_17,,,,,3.0,,3.0,
305_18,,,,,3.0,,3.0,
305_19,,,,,3.0,,3.0,
306_0,,,,,3.0,,3.0,
306_1,,,,,3.0,,3.0,
306_2,,,,,3.0,,3.0,
306_3,,,,,3.0,,3.0,
306_4,,,,,3.0,,3.0,
306_5,,,,,3.0,,3.0,
306_6,,,,,3.0,,3.0,
306_7,,,,,3.0,,3.0,
306_8,,,,,3.0,,3.0,
306_9,,,,,3.0,,3.0,
306_10,,,,,3.0,,3.0,
306_11,,,,,1.0,,3.0,
306_12,,,,,3.0,,3.0,
306_13,,,,,1.0,,3.0,
306_14,,,,,3.0,,3.0,
306_15,,,,,3.0,,3.0,
306_16,,,,,3.0,,3.0,
306_17,,,,,3.0,,3.0,
306_18,,,,,1.0,,3.0,
306_19,,,,,3.0,,3.0,
307_0,,,,,3.0,,3.0,
307_1,,,,,3.0,,3.0,
307_2,,,,,3.0,,3.0,
307_3,,,,,3.0,,3.0,
307_4,,,,,3.0,,1.0,
307_5,,,,,3.0,,3.0,
307_6,,,,,3.0,,3.0,
307_7,,,,,3.0,,3.0,
307_8,,,,,3.0,,3.0,
307_9,,,,,3.0,,1.0,
307_10,,,,,1.0,,1.0,
307_11,,,,,3.0,,1.0,
307_12,,,,,1.0,,1.0,
307_13,,,,,1.0,,3.0,
307_14,,,,,3.0,,3.0,
307_15,,,,,1.0,,1.0,
307_16,,,,,3.0,,3.0,
307_18,,,,,1.0,,3.0,
307_19,,,,,3.0,,3.0,
308_0,,,,,1.0,,1.0,
308_1,,,,,3.0,,3.0,
308_2,,,,,3.0,,1.0,
308_3,,,,,3.0,,3.0,
308_4,,,,,3.0,,3.0,
308_5,,,,,3.0,,3.0,
308_6,,,,,3.0,,1.0,
308_7,,,,,3.0,,3.0,
308_8,,,,,3.0,,3.0,
308_9,,,,,3.0,,3.0,
308_10,,,,,3.0,,3.0,
308_11,,,,,3.0,,3.0,
308_12,,,,,1.0,,1.0,
308_13,,,,,3.0,,1.0,
308_14,,,,,3.0,,3.0,
308_15,,,,,1.0,,3.0,
308_16,,,,,3.0,,3.0,
308_17,,,,,3.0,,3.0,
308_18,,,,,1.0,,3.0,
308_19,,,,,1.0,,1.0,
308_20,,,,,3.0,,3.0,
308_21,,,,,3.0,,3.0,
308_22,,,,,3.0,,3.0,
308_23,,,,,3.0,,3.0,
308_24,,,,,1.0,,1.0,
308_25,,,,,3.0,,3.0,
308_26,,,,,1.0,,3.0,
308_27,,,,,1.0,,1.0,
308_28,,,,,3.0,,1.0,
309_0,,,,,3.0,,3.0,
309_1,,,,,3.0,,3.0,
309_2,,,,,3.0,,3.0,
309_3,,,,,3.0,,3.0,
309_4,,,,,3.0,,3.0,
309_5,,,,,3.0,,3.0,
309_6,,,,,1.0,,1.0,
309_7,,,,,3.0,,3.0,
309_8,,,,,3.0,,3.0,
309_9,,,,,3.0,,3.0,
309_10,,,,,1.0,,3.0,
309_11,,,,,1.0,,3.0,
309_12,,,,,3.0,,3.0,
309_13,,,,,3.0,,3.0,
309_14,,,,,3.0,,3.0,
309_15,,,,,3.0,,3.0,
309_16,,,,,1.0,,1.0,
309_17,,,,,3.0,,3.0,
309_18,,,,,3.0,,3.0,
309_19,,,,,1.0,,1.0,
310_0,,,,,3.0,,3.0,
310_1,,,,,3.0,,3.0,
310_2,,,,,1.0,,1.0,
310_3,,,,,3.0,,3.0,
310_4,,,,,3.0,,3.0,
310_5,,,,,1.0,,3.0,
310_6,,,,,3.0,,3.0,
310_7,,,,,3.0,,3.0,
310_8,,,,,1.0,,3.0,
310_9,,,,,3.0,,3.0,
310_10,,,,,1.0,,3.0,
310_11,,,,,1.0,,3.0,
310_12,,,,,3.0,,3.0,
310_13,,,,,3.0,,1.0,
310_14,,,,,1.0,,3.0,
310_15,,,,,3.0,,1.0,
310_16,,,,,1.0,,3.0,
310_17,,,,,3.0,,1.0,
311_0,,,,,3.0,,3.0,
311_1,,,,,3.0,,3.0,
311_2,,,,,3.0,,3.0,
311_3,,,,,3.0,,3.0,
311_4,,,,,3.0,,3.0,
311_5,,,,,3.0,,3.0,
311_6,,,,,3.0,,3.0,
311_7,,,,,3.0,,3.0,
311_8,,,,,3.0,,3.0,
311_9,,,,,3.0,,3.0,
311_10,,,,,1.0,,3.0,
311_11,,,,,1.0,,3.0,
311_12,,,,,3.0,,3.0,
311_13,,,,,3.0,,3.0,
311_14,,,,,3.0,,1.0,
311_15,,,,,3.0,,1.0,
311_16,,,,,1.0,,3.0,
311_17,,,,,3.0,,1.0,
311_18,,,,,3.0,,1.0,
311_19,,,,,1.0,,3.0,
312_0,,,,,3.0,,3.0,
312_1,,,,,3.0,,1.0,
312_2,,,,,3.0,,3.0,
312_3,,,,,3.0,,3.0,
312_4,,,,,3.0,,3.0,
312_5,,,,,3.0,,3.0,
312_6,,,,,3.0,,1.0,
312_7,,,,,3.0,,3.0,
312_8,,,,,3.0,,3.0,
312_9,,,,,3.0,,1.0,
313_0,,,,,3.0,,3.0,
313_1,,,,,3.0,,3.0,
313_2,,,,,1.0,,1.0,
313_3,,,,,3.0,,3.0,
313_4,,,,,3.0,,3.0,
313_5,,,,,3.0,,3.0,
313_6,,,,,3.0,,3.0,
313_7,,,,,3.0,,3.0,
313_8,,,,,3.0,,3.0,
313_9,,,,,3.0,,3.0,
313_10,,,,,1.0,,1.0,
313_11,,,,,3.0,,3.0,
313_12,,,,,1.0,,1.0,
313_13,,,,,3.0,,3.0,
313_14,,,,,3.0,,3.0,
313_15,,,,,3.0,,3.0,
313_16,,,,,3.0,,3.0,
313_17,,,,,3.0,,3.0,
313_18,,,,,3.0,,3.0,
313_19,,,,,1.0,,1.0,
314_0,,,,,3.0,,3.0,
314_1,,,,,3.0,,3.0,
314_2,,,,,3.0,,3.0,
314_3,,,,,3.0,,3.0,
314_4,,,,,3.0,,3.0,
314_5,,,,,3.0,,3.0,
314_6,,,,,1.0,,3.0,
314_8,,,,,3.0,,3.0,
314_9,,,,,3.0,,3.0,
314_10,,,,,3.0,,3.0,
314_11,,,,,3.0,,1.0,
314_12,,,,,3.0,,3.0,
314_13,,,,,3.0,,3.0,
314_14,,,,,1.0,,3.0,
314_15,,,,,1.0,,1.0,
314_16,,,,,3.0,,3.0,
314_17,,,,,3.0,,3.0,
314_18,,,,,3.0,,1.0,
314_19,,,,,3.0,,3.0,
314_20,,,,,3.0,,1.0,
314_21,,,,,3.0,,3.0,
314_22,,,,,3.0,,3.0,
314_23,,,,,1.0,,3.0,
314_24,,,,,3.0,,3.0,
314_25,,,,,3.0,,1.0,
314_26,,,,,1.0,,3.0,
314_27,,,,,1.0,,3.0,
314_28,,,,,3.0,,3.0,
314_29,,,,,3.0,,3.0,
314_30,,,,,1.0,,1.0,
314_31,,,,,1.0,,1.0,
314_32,,,,,3.0,,3.0,
315_0,,,,,1.0,,3.0,
315_1,,,,,1.0,,3.0,
315_2,,,,,1.0,,3.0,
315_3,,,,,3.0,,1.0,
315_4,,,,,3.0,,1.0,
315_5,,,,,3.0,,3.0,
315_6,,,,,3.0,,3.0,
315_7,,,,,1.0,,3.0,
315_8,,,,,1.0,,3.0,
315_9,,,,,3.0,,3.0,
315_11,,,,,3.0,,1.0,
315_12,,,,,3.0,,3.0,
315_13,,,,,3.0,,3.0,
315_14,,,,,3.0,,3.0,
315_15,,,,,3.0,,3.0,
315_16,,,,,3.0,,3.0,
315_17,,,,,3.0,,3.0,
315_18,,,,,3.0,,3.0,
315_19,,,,,3.0,,3.0,
316_0,,,,,1.0,,1.0,
316_1,,,,,3.0,,3.0,
316_2,,,,,3.0,,3.0,
316_3,,,,,1.0,,1.0,
316_5,,,,,1.0,,3.0,
316_6,,,,,3.0,,3.0,
316_7,,,,,3.0,,3.0,
316_8,,,,,3.0,,3.0,
316_9,,,,,3.0,,3.0,
316_10,,,,,3.0,,3.0,
316_11,,,,,3.0,,3.0,
316_12,,,,,3.0,,3.0,
316_13,,,,,3.0,,3.0,
316_14,,,,,3.0,,3.0,
316_15,,,,,3.0,,3.0,
316_16,,,,,3.0,,3.0,
316_17,,,,,3.0,,3.0,
316_18,,,,,3.0,,3.0,
316_19,,,,,3.0,,3.0,
317_0,,,,,3.0,,3.0,
317_1,,,,,3.0,,3.0,
317_2,,,,,3.0,,3.0,
317_3,,,,,3.0,,3.0,
317_4,,,,,3.0,,3.0,
317_5,,,,,3.0,,3.0,
317_6,,,,,3.0,,3.0,
317_7,,,,,1.0,,1.0,
317_8,,,,,3.0,,1.0,
317_9,,,,,3.0,,1.0,
317_10,,,,,3.0,,3.0,
317_11,,,,,3.0,,3.0,
317_12,,,,,3.0,,3.0,
317_13,,,,,3.0,,3.0,
317_14,,,,,1.0,,3.0,
317_15,,,,,3.0,,3.0,
317_16,,,,,3.0,,3.0,
317_17,,,,,3.0,,3.0,
317_18,,,,,3.0,,3.0,
317_19,,,,,3.0,,3.0,
318_0,,,,,1.0,,1.0,
318_1,,,,,1.0,,3.0,
318_2,,,,,3.0,,3.0,
318_3,,,,,3.0,,3.0,
318_4,,,,,3.0,,3.0,
318_5,,,,,3.0,,3.0,
318_6,,,,,3.0,,3.0,
318_7,,,,,1.0,,1.0,
318_8,,,,,1.0,,1.0,
318_9,,,,,3.0,,1.0,
318_10,,,,,3.0,,3.0,
318_11,,,,,3.0,,3.0,
318_12,,,,,3.0,,3.0,
318_13,,,,,3.0,,3.0,
318_14,,,,,3.0,,3.0,
318_15,,,,,3.0,,3.0,
318_16,,,,,3.0,,3.0,
318_17,,,,,3.0,,3.0,
318_18,,,,,3.0,,3.0,
318_19,,,,,3.0,,3.0,
319_0,,,,,3.0,,3.0,
319_1,,,,,3.0,,3.0,
319_2,,,,,3.0,,3.0,
319_3,,,,,3.0,,3.0,
319_4,,,,,3.0,,3.0,
319_5,,,,,3.0,,1.0,
319_6,,,,,3.0,,3.0,
319_7,,,,,3.0,,3.0,
319_8,,,,,3.0,,1.0,
319_9,,,,,3.0,,1.0,
319_10,,,,,1.0,,3.0,
319_11,,,,,3.0,,3.0,
319_12,,,,,3.0,,3.0,
319_13,,,,,3.0,,3.0,
319_14,,,,,3.0,,3.0,
319_15,,,,,3.0,,3.0,
319_16,,,,,3.0,,3.0,
319_18,,,,,3.0,,3.0,
319_19,,,,,3.0,,3.0,
320_0,,,,,3.0,,3.0,
320_1,,,,,1.0,,3.0,
320_2,,,,,3.0,,1.0,
320_3,,,,,1.0,,3.0,
320_4,,,,,3.0,,3.0,
320_5,,,,,1.0,,3.0,
320_6,,,,,3.0,,1.0,
320_7,,,,,1.0,,1.0,
320_8,,,,,1.0,,3.0,
320_9,,,,,3.0,,1.0,
320_10,,,,,1.0,,1.0,
320_11,,,,,3.0,,3.0,
320_12,,,,,3.0,,3.0,
320_13,,,,,3.0,,3.0,
320_14,,,,,3.0,,3.0,
320_15,,,,,1.0,,3.0,
320_16,,,,,3.0,,1.0,
320_17,,,,,3.0,,1.0,
320_18,,,,,3.0,,1.0,
320_19,,,,,3.0,,3.0,
320_20,,,,,1.0,,3.0,
320_21,,,,,1.0,,3.0,
320_22,,,,,1.0,,3.0,
320_23,,,,,3.0,,3.0,
320_24,,,,,1.0,,3.0,
320_25,,,,,1.0,,3.0,
320_26,,,,,1.0,,3.0,
320_27,,,,,3.0,,1.0,
320_28,,,,,1.0,,3.0,
320_29,,,,,3.0,,1.0,
320_30,,,,,3.0,,1.0,
320_31,,,,,1.0,,3.0,
320_32,,,,,1.0,,3.0,
320_33,,,,,1.0,,1.0,
320_34,,,,,3.0,,1.0,
321_0,,,,,3.0,,3.0,
321_1,,,,,3.0,,3.0,
321_2,,,,,3.0,,3.0,
321_3,,,,,3.0,,3.0,
321_4,,,,,1.0,,3.0,
321_5,,,,,3.0,,3.0,
321_6,,,,,3.0,,3.0,
321_7,,,,,3.0,,3.0,
321_8,,,,,3.0,,3.0,
321_9,,,,,3.0,,3.0,
321_10,,,,,3.0,,3.0,
321_11,,,,,1.0,,3.0,
321_12,,,,,3.0,,3.0,
321_13,,,,,3.0,,1.0,
321_14,,,,,1.0,,3.0,
321_15,,,,,1.0,,1.0,
321_16,,,,,1.0,,1.0,
321_17,,,,,1.0,,3.0,
321_18,,,,,3.0,,3.0,
321_19,,,,,3.0,,3.0,
321_20,,,,,1.0,,1.0,
321_21,,,,,1.0,,3.0,
321_22,,,,,3.0,,3.0,
321_23,,,,,3.0,,3.0,
321_24,,,,,3.0,,3.0,
321_25,,,,,1.0,,1.0,
321_26,,,,,1.0,,1.0,
321_27,,,,,1.0,,1.0,
322_0,,,,,3.0,,3.0,
322_1,,,,,3.0,,3.0,
322_2,,,,,3.0,,3.0,
322_3,,,,,1.0,,1.0,
322_4,,,,,3.0,,3.0,
322_5,,,,,3.0,,3.0,
322_6,,,,,3.0,,3.0,
