,yes-sentiment,category,hotel_id,cpt,fileId,iId,gold,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN,argmin_max
395_21,2,room,386,2,395,21,True,We really liked the artistic design of the room from the designer chairs to the beautiful interior doors and contemporary art on the walls,2019-05-07,0.4996364116668701,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,True
395_22,2,room,386,2,395,22,True,Rooms were clean and spacious warm enough for my girlfriend who is always coldhotel was advertised as “ with parking ” but it was valet parking only and 35 a night,2019-05-10,0.493303120136261,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,
395_23,2,room,386,2,395,23,True,Our room was clean and had a nice view of downtown LA,2019-07-29,0.4962555170059204,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,
395_25,2,room,386,2,395,25,True,ROOMS CLEAN AND COMFY,2019-08-23,0.4942938685417175,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,
395_26,2,room,386,2,395,26,True,The people were very nice and the room was comfortable,2019-10-27,0.4993062019348145,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,
395_27,2,room,386,2,395,27,True,Friendly staff cute rooms and gorgeous renovations,2019-10-27,0.4995276927947998,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,
395_28,2,room,386,2,395,28,True,The room was nice with great views,2019-12-03,0.4948850274085999,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,
395_29,2,room,386,2,395,29,True,The room was clean with fresh towels and coffee etc as I needed,2019-12-07,0.4711082577705383,"[0, 115, 970, 1172]",-0.1914083981610608,"['2019-03-29', '2020-03-22']",395_2,d,9,
396_0,2,facility,288,0,396,0,True,Pleasant reception long wait to check in with one member of staff,2015-03-24,0.4852221608161926,"[0, 350, 645, 776]",0.03849959880231865,"['2015-01-01', '2017-06-19']",396_0,c,6,
396_2,1,facility,288,0,396,2,False,Pros clean classy great gym good locationCons Not very close to metro Staff could be more eficientThe gym has wet and dry sauna in each men and womens gym lockerom,2015-07-31,0.4954031705856323,"[0, 350, 645, 776]",0.03849959880231865,"['2015-01-01', '2017-06-19']",396_0,c,6,
396_3,2,facility,288,0,396,3,True,The bathroom was good too with a nice sized walk in shower and nice toiletries,2015-09-01,0.4964882135391235,"[0, 350, 645, 776]",0.03849959880231865,"['2015-01-01', '2017-06-19']",396_0,c,6,
396_5,2,facility,288,0,396,5,True,Very nice rooms and great lobby,2015-11-19,0.4993821382522583,"[0, 350, 645, 776]",0.03849959880231865,"['2015-01-01', '2017-06-19']",396_0,c,6,
396_8,2,facility,288,0,396,8,True,Comfortable luxury accommodations and professional accommodating staff,2016-06-20,0.4997029900550842,"[0, 350, 645, 776]",0.03849959880231865,"['2015-01-01', '2017-06-19']",396_0,c,6,True
396_9,2,facility,288,0,396,9,True,Beautiful conference rooms and very upscale feel throughout the entire facility,2016-10-05,0.4990788698196411,"[0, 350, 645, 776]",0.03849959880231865,"['2015-01-01', '2017-06-19']",396_0,c,6,
396_11,2,facility,288,1,396,11,True,That having been said all the usual high end Hilton amenities were in place and I was very impressed with the whole experience,2017-12-21,-0.0009086132049560547,"[0, 350, 645, 776]",-0.05716588324437481,"['2017-06-23', '2019-04-25']",396_1,b,5,
396_13,2,facility,288,1,396,13,True,Free coffee in th morning in lobby and always a cab outside,2018-10-14,0.024673938751220703,"[0, 350, 645, 776]",-0.05716588324437481,"['2017-06-23', '2019-04-25']",396_1,b,5,True
396_15,2,facility,288,1,396,15,True,However the gym had a true form treadmil which was quite impressive,2018-12-01,-0.016589105129241943,"[0, 350, 645, 776]",-0.05716588324437481,"['2017-06-23', '2019-04-25']",396_1,b,5,
396_16,2,facility,288,1,396,16,True,The coffee at the base of the elevator is SO appreciated in the morning,2019-01-11,-0.0037620961666107173,"[0, 350, 645, 776]",-0.05716588324437481,"['2017-06-23', '2019-04-25']",396_1,b,5,
396_18,2,facility,288,1,396,18,True,The check in reception was so helpful in suggesting things to do and restaurants to see,2019-04-22,0.003027975559234619,"[0, 350, 645, 776]",-0.05716588324437481,"['2017-06-23', '2019-04-25']",396_1,b,5,
396_19,1,facility,288,2,396,19,False,I had to call a few times to find out where the ice machines were and where the gym was after I wandered around trying to find them,2019-07-16,-0.486796498298645,"[0, 350, 645, 776]",0.22476939397946308,"['2019-04-27', '2020-04-07']",396_2,d,6,
396_20,1,facility,288,2,396,20,False,No coffee maker in room no free water in room or hotel lobby,2019-07-17,-0.4979819655418396,"[0, 350, 645, 776]",0.22476939397946308,"['2019-04-27', '2020-04-07']",396_2,d,6,True
396_21,1,facility,288,2,396,21,False,Upon entering the lobby you notice the beautiful details of the hotel,2019-08-19,-0.4915603995323181,"[0, 350, 645, 776]",0.22476939397946308,"['2019-04-27', '2020-04-07']",396_2,d,6,
396_24,1,facility,288,2,396,24,False,However there is a Star bucks and full breakfast buffer available in the lobby as well as a bar the serves lunch and dinner,2019-09-17,-0.4739592969417572,"[0, 350, 645, 776]",0.22476939397946308,"['2019-04-27', '2020-04-07']",396_2,d,6,
396_26,1,facility,288,2,396,26,False,The bathrooms seem semi remodeled but the actual hotel rooms and the hallways seem outdated and could be more modern,2019-10-24,-0.4966673851013184,"[0, 350, 645, 776]",0.22476939397946308,"['2019-04-27', '2020-04-07']",396_2,d,6,
396_27,1,facility,288,2,396,27,False,Old rooms with a new lobby,2020-01-15,-0.3679221272468567,"[0, 350, 645, 776]",0.22476939397946308,"['2019-04-27', '2020-04-07']",396_2,d,6,
397_0,2,reception,288,0,397,0,True,There were very long lines at the front desk,2015-01-02,-0.4965185523033142,"[0, 5, 1180, 1374]",0.1106912032905079,"['2015-01-01', '2015-01-06']",397_0,a,5,
397_1,2,reception,288,0,397,1,True,The concierge was nowhere to be found most of the time,2015-01-02,-0.4966226816177368,"[0, 5, 1180, 1374]",0.1106912032905079,"['2015-01-01', '2015-01-06']",397_0,a,5,
397_4,2,reception,288,0,397,4,True,My only gripe is that the staff could have been a bit more accommodating and helpful,2015-01-03,-0.466775506734848,"[0, 5, 1180, 1374]",0.1106912032905079,"['2015-01-01', '2015-01-06']",397_0,a,5,
397_5,2,reception,288,0,397,5,True,As per our visit to NYC customer service was abrupt on most occasions we interacted with staff certainly no holiday cheer it certainly felt like no one enjoyed what they were doing,2015-01-04,-0.4898893535137177,"[0, 5, 1180, 1374]",0.1106912032905079,"['2015-01-01', '2015-01-06']",397_0,a,5,
397_6,2,reception,288,0,397,6,True,Lack of front desk to service our requests in a timely manner,2015-01-04,-0.4992391467094421,"[0, 5, 1180, 1374]",0.1106912032905079,"['2015-01-01', '2015-01-06']",397_0,a,5,True
397_7,2,reception,288,1,397,7,True,Chief Concierge Kaouthar Bouhaouala will sort you out with her local knowledge if you want to make the best of your stay in DC,2015-09-04,0.1905447244644165,"[0, 5, 1180, 1374]",0.25994898926906795,"['2015-01-07', '2019-07-21']",397_1,c,6,
397_8,1,reception,288,1,397,8,False,Totally different story for Front Desk,2016-03-17,0.2184385061264038,"[0, 5, 1180, 1374]",0.25994898926906795,"['2015-01-07', '2019-07-21']",397_1,c,6,
397_12,2,reception,288,1,397,12,True,The staff was great but I would have liked to have someone out front to take my car when I got there and again when I came back around midnight on Friday night,2018-02-27,0.1336107850074768,"[0, 5, 1180, 1374]",0.25994898926906795,"['2015-01-07', '2019-07-21']",397_1,c,6,
397_13,2,reception,288,1,397,13,True,Staff was great but the hotel has some to be desired,2018-04-06,0.16295582056045532,"[0, 5, 1180, 1374]",0.25994898926906795,"['2015-01-07', '2019-07-21']",397_1,c,6,
397_15,1,reception,288,1,397,15,False,Although the rest of the staff was lovely and accommodating I do think this employee has much to be desired in customer service,2018-07-02,0.11728066205978395,"[0, 5, 1180, 1374]",0.25994898926906795,"['2015-01-07', '2019-07-21']",397_1,c,6,True
397_16,2,reception,288,1,397,16,True,The check in staff was nice although they sent a bunch of texts to see if I was coming,2018-11-07,0.2191423177719116,"[0, 5, 1180, 1374]",0.25994898926906795,"['2015-01-07', '2019-07-21']",397_1,c,6,
397_18,2,reception,288,2,397,18,True,It is rare these days to find an establishment with a team of employees that take great pride in their work,2019-08-13,0.36712515354156494,"[0, 5, 1180, 1374]",0.3766908064717465,"['2019-07-22', '2020-04-07']",397_2,d,5,
397_19,2,reception,288,2,397,19,True,I had forgotten my toothbrush so I simply sent a message to the staff and they had a toothbrush and toothpaste brought up immediately,2019-08-16,-0.4634279012680054,"[0, 5, 1180, 1374]",0.3766908064717465,"['2019-07-22', '2020-04-07']",397_2,d,5,True
397_20,2,reception,288,2,397,20,True,The staff there deserve five stars,2019-09-17,0.1089714765548706,"[0, 5, 1180, 1374]",0.3766908064717465,"['2019-07-22', '2020-04-07']",397_2,d,5,
397_21,2,reception,288,2,397,21,True,I seldom write reviews but as a corporate events planner I know first hand when I get outstanding service,2019-09-25,-0.4487189054489136,"[0, 5, 1180, 1374]",0.3766908064717465,"['2019-07-22', '2020-04-07']",397_2,d,5,
397_26,2,reception,288,2,397,26,True,A big shout out to Tyler at the front desk for helping us out as much as he did,2019-12-28,0.15074431896209714,"[0, 5, 1180, 1374]",0.3766908064717465,"['2019-07-22', '2020-04-07']",397_2,d,5,
398_0,2,pool,288,0,398,0,True,No pool or hot tub,2015-02-22,-0.497275322675705,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,True
398_1,2,pool,288,0,398,1,True,The only thing missing is a pool,2015-07-16,-0.4871069192886353,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_2,2,pool,288,0,398,2,True,The hotel could use a pool but other then that I give it a 5 star,2015-08-02,-0.4888887107372284,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_3,2,pool,288,0,398,3,True,I have rated 4 rather than 5 because of the lack of view because I thought it could have had a nicer bar area and because it did not have a pool which might have been nice,2015-09-15,-0.4919916391372681,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_4,2,pool,288,0,398,4,True,The hotel has a fitness center but like many hotels in DC there is no pool,2016-07-06,-0.4953062534332275,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_5,2,pool,288,0,398,5,True,While there we were hit with temperatures in the 90s and wanted to cool down after museum visits but unfortunately they do not have a swimming pool,2017-08-18,-0.4962683320045471,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_6,2,pool,288,0,398,6,True,Lack of a pool would hurt in the DC summer with hot bored kids,2018-01-30,-0.4825314581394196,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_7,2,pool,288,0,398,7,True,The only thing I had change is adding a pool just because I have kids and like to keep them entertained,2018-03-24,-0.4383256137371063,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_8,2,pool,288,0,398,8,True,I would have liked a pool but i did not have time to swim anyway,2018-05-14,-0.4317515194416046,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_9,2,pool,288,0,398,9,True,There are several hotels in the area with more amenities eg pool,2018-05-21,-0.4773423671722412,"[0, 35, 49]",-0.33576360642909997,"['2015-01-04', '2018-06-16']",398_0,c,10,
398_11,2,pool,288,1,398,11,True,Classic hotel clean and friendly staff but not much of view and no pool,2018-10-21,0.3906950950622559,"[0, 35, 49]",-0.07834766485861368,"['2018-07-17', '2020-02-21']",398_1,d,3,
398_13,2,pool,288,1,398,13,True,Good hotel but we missed a pool to enjoy the free time remaining,2019-08-20,0.4416670203208923,"[0, 35, 49]",-0.07834766485861368,"['2018-07-17', '2020-02-21']",398_1,d,3,
398_14,2,pool,288,1,398,14,True,Nice hotel clean no pool or spa,2019-10-27,0.4883447885513306,"[0, 35, 49]",-0.07834766485861368,"['2018-07-17', '2020-02-21']",398_1,d,3,True
399_0,2,renovation_room,288,0,399,0,True,We also had a faulty air conditioning unit which we had to call maintenance out for,2015-01-04,-0.4951758086681366,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_1,2,renovation_room,288,0,399,1,True,Though refurbished and adorned with such amenities as Revolutionary War wallpaper there was some wear and tear in the room such as cabinet doors stuck shut HVAC vent screens falling off and housekeeping did not replace additional towels and soaps lotions etcnothing a deal breaker but little details overlooked,2015-03-27,-0.4904458820819855,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_2,2,renovation_room,288,0,399,2,True,The rest of the room looks as if a soft remodel was started but not completed ie the dresser and desk look on the newer side but the lamps look like they have been there since 1980Pros Sleeping room had wood blinds which you almost never see in hotels,2015-04-20,-0.4925858974456787,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_3,2,renovation_room,288,0,399,3,True,Cons Hard sheets thin towels and hard matreses No mirrors in bedroom only in the bathrom Bad lighting in roms No cofemaker coffee in rom The sleeping rooms look like they were half updated and then remodel stopped as mentioned previously Doormen were not present much it was noticeable they were not at the front door the majority of the time,2015-04-20,-0.4976012110710144,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_4,2,renovation_room,288,0,399,4,True,Our tub was chipped and in need of repair Room 73Flat screen TVs have no high def,2015-05-05,-0.4931136965751648,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_5,2,renovation_room,288,0,399,5,True,Maintenance and upkeep of bathroom,2015-05-18,-0.4985584914684296,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,True
399_6,1,renovation_room,288,0,399,6,False,The room renovations in an attempt to marry modern trends with a historical presence resulted in drab rooms that are dreary,2015-05-26,-0.4933963716030121,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_7,2,renovation_room,288,0,399,7,True,Not a dirty room at all just needs some routine maintenance,2015-06-14,-0.33986952900886536,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_8,2,renovation_room,288,0,399,8,True,The bed was kind of hard bath tub needed resurfacing wine stain on bed skirt windows are foggy and hard to see out of,2015-06-14,-0.4916664361953736,"[0, 10, 92]",-0.3164039795597394,"['2015-01-01', '2015-06-26']",399_0,a,9,
399_9,2,renovation_room,288,1,399,9,True,The bed was extremely comfortable and the bathroom was newly updated,2017-07-12,0.4990587830543518,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_10,1,renovation_room,288,1,399,10,False,The hotel is good and in great condition for being an historic building it is time for an update with the bedding furniture and some decor,2017-08-20,0.454643726348877,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_11,2,renovation_room,288,1,399,11,True,very updated design in the room and at the entrance amazing breakfast,2018-02-24,0.4994557499885559,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_12,2,renovation_room,288,1,399,12,True,Nice updated rooms friendly staff good location restaurant has great food,2018-04-04,0.4994630217552185,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_13,2,renovation_room,288,1,399,13,True,I received a complimentary upgrade to one of the penthouse rooms which like all the rooms is going through a remodel,2018-06-28,0.2335710525512696,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_14,2,renovation_room,288,1,399,14,True,The rooms were A we had requested 2 rooms side by side and were very pleased décor is lovely updated neutral soothing colors with just the right flair of sophistication the cream leather chair and the toile wallpaper perfect touch,2019-01-09,0.4996702671051026,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,True
399_15,2,renovation_room,288,1,399,15,True,While much heritage the hotel is updated with spacious rooms and huge TVs,2019-07-09,0.4857768416404724,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_16,2,renovation_room,288,1,399,16,True,The room is cozy with plenty of room an updated bathroom and cute snack drink amenities,2019-10-06,0.498140811920166,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_17,2,renovation_room,288,1,399,17,True,Room was clean spacious and updated,2020-01-09,0.4925442934036255,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
399_18,2,renovation_room,288,1,399,18,True,The room itself also felt newly renovated and was clean and cozy,2020-02-03,0.4991886019706726,"[0, 10, 92]",0.10352735457623877,"['2015-07-24', '2020-03-18']",399_1,d,10,
400_0,2,restaurant,288,0,400,0,True,The restaurant in the hotel has very nice breakfast and lunch and service was reasonably quick,2015-06-21,0.4990041851997376,"[0, 465, 860, 1055]",0.0808721449510227,"['2015-01-01', '2017-06-03']",400_0,c,5,
400_5,2,restaurant,288,0,400,5,True,The restaurant was very good with a varied menu,2016-07-09,0.4769633412361145,"[0, 465, 860, 1055]",0.0808721449510227,"['2015-01-01', '2017-06-03']",400_0,c,5,
400_6,2,restaurant,288,0,400,6,True,There was a seemingly free computer printer station and the restaurant bar was also a great place to hang out and eat or meet for drinks,2016-10-04,0.35029274225234985,"[0, 465, 860, 1055]",0.0808721449510227,"['2015-01-01', '2017-06-03']",400_0,c,5,
400_8,2,restaurant,288,0,400,8,True,Special welcome dessert for our daughters birthday trip with signed card from hotel staff was very considerate and kind,2017-04-11,0.4998465776443482,"[0, 465, 860, 1055]",0.0808721449510227,"['2015-01-01', '2017-06-03']",400_0,c,5,True
400_9,2,restaurant,288,0,400,9,True,It still offers a minibar and a nice lobby restaurant,2017-06-02,0.38227248191833496,"[0, 465, 860, 1055]",0.0808721449510227,"['2015-01-01', '2017-06-03']",400_0,c,5,
400_11,1,restaurant,288,1,400,11,False,A regular size candy bar 4,2018-02-17,0.013936638832092285,"[0, 465, 860, 1055]",0.009794289806926194,"['2017-06-10', '2019-05-08']",400_1,b,5,
400_13,2,restaurant,288,1,400,13,True,I did nt stay at the hotel but the restaurant and bar were both top notch,2018-06-19,0.05370920896530152,"[0, 465, 860, 1055]",0.009794289806926194,"['2017-06-10', '2019-05-08']",400_1,b,5,
400_14,2,restaurant,288,1,400,14,True,As a Diamond and Gold perk the restaurant does comp the breakfast buffet,2018-07-10,0.06791907548904419,"[0, 465, 860, 1055]",0.009794289806926194,"['2017-06-10', '2019-05-08']",400_1,b,5,True
400_16,2,restaurant,288,1,400,16,True,But the salads and flatbread dishes were yummy,2018-12-12,0.014701008796691896,"[0, 465, 860, 1055]",0.009794289806926194,"['2017-06-10', '2019-05-08']",400_1,b,5,
400_17,2,restaurant,288,1,400,17,True,We also had the breakfast buffet in the morning free with our Hilton status which was good but nothing special,2018-12-16,0.018589675426483158,"[0, 465, 860, 1055]",0.009794289806926194,"['2017-06-10', '2019-05-08']",400_1,b,5,
400_21,2,restaurant,288,2,400,21,True,The breakfast at the hotel buffet is expensive 20 person,2019-08-07,-0.4913179874420166,"[0, 465, 860, 1055]",0.15902330903118833,"['2019-05-09', '2020-04-07']",400_2,d,6,True
400_22,2,restaurant,288,2,400,22,True,Last thing that was a let down the breakfast bar we did not do the buffet,2019-08-12,-0.4850280284881592,"[0, 465, 860, 1055]",0.15902330903118833,"['2019-05-09', '2020-04-07']",400_2,d,6,
400_23,1,restaurant,288,2,400,23,False,The bar in the lobby was also very nice but a little pricy,2019-09-16,-0.38300472497940063,"[0, 465, 860, 1055]",0.15902330903118833,"['2019-05-09', '2020-04-07']",400_2,d,6,
400_24,2,restaurant,288,2,400,24,True,Terrible restaraunt and bar,2019-10-22,-0.4641705453395844,"[0, 465, 860, 1055]",0.15902330903118833,"['2019-05-09', '2020-04-07']",400_2,d,6,
400_25,2,restaurant,288,2,400,25,True,Restaurant undergoing complete renovation so was closed,2019-12-28,-0.4867286682128906,"[0, 465, 860, 1055]",0.15902330903118833,"['2019-05-09', '2020-04-07']",400_2,d,6,
400_26,1,restaurant,288,2,400,26,False,The appetizers were CRAP tortilla chips terrible salsa and some very strange meatballs hardly VIP,2020-02-18,-0.4719970524311066,"[0, 465, 860, 1055]",0.15902330903118833,"['2019-05-09', '2020-04-07']",400_2,d,6,
401_0,2,room,288,0,401,0,True,They did not have room service available and no food after 10The heating in the room was not working properly and made a lot of noise all night and we could not sleep,2015-02-01,-0.4307955205440521,"[0, 1180, 1349]",0.010957688833608571,"['2015-01-01', '2019-07-25']",401_0,a,7,
401_2,2,room,288,0,401,2,True,free coffee was only available 1 of the 5 mornings we were there location was a 10 min walk to nearest metro distance adds up pillows hurt my neck no wifi instructions in room info book had to call,2015-05-26,-0.4962293803691864,"[0, 1180, 1349]",0.010957688833608571,"['2015-01-01', '2019-07-25']",401_0,a,7,True
401_3,2,room,288,0,401,3,True,the suggestion made to upgrade for an extra 40 US I did as I was not going to sleep in a room without sunlight it increased my costs significantly,2015-07-23,-0.4899441003799439,"[0, 1180, 1349]",0.010957688833608571,"['2015-01-01', '2019-07-25']",401_0,a,7,
401_4,2,room,288,0,401,4,True,This is not a cheap hotel so expect for them to have a decent view at least of the street,2016-07-01,-0.4578371047973633,"[0, 1180, 1349]",0.010957688833608571,"['2015-01-01', '2019-07-25']",401_0,a,7,
401_5,2,room,288,0,401,5,True,The sleeping rooms need their furniture replaced and I would guess most of the pieces started with the hotel in the 80s,2017-09-25,-0.4959301352500916,"[0, 1180, 1349]",0.010957688833608571,"['2015-01-01', '2019-07-25']",401_0,a,7,
401_6,1,room,288,0,401,6,False,Refrigerator Coffee Maker,2018-01-30,-0.11968058347702025,"[0, 1180, 1349]",0.010957688833608571,"['2015-01-01', '2019-07-25']",401_0,a,7,
401_7,2,room,288,0,401,7,True,I also did not get room service and had to call the desk multiple times and still did not get any until I kept calling,2018-05-20,-0.4599328637123108,"[0, 1180, 1349]",0.010957688833608571,"['2015-01-01', '2019-07-25']",401_0,a,7,
401_11,2,room,288,1,401,11,True,The room was very clean and the staff were very friendly and helpful,2019-08-12,0.49982088804245,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,True
401_12,2,room,288,1,401,12,True,Location is great staff is very friendly the rooms are clean nice and spacious,2019-09-15,0.4991381168365479,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,
401_14,2,room,288,1,401,14,True,The rooms are cozy and the service is just great,2019-10-13,0.4972309470176697,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,
401_15,2,room,288,1,401,15,True,1st class hospitalityThe room was very spacious clean and had beautiful decor,2019-10-28,0.4996129870414734,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,
401_16,2,room,288,1,401,16,True,Rooms were spacious comfortable and clean,2019-11-24,0.4995080232620239,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,
401_17,1,room,288,1,401,17,False,Liked the big screen tv,2020-01-09,0.4935538768768311,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,
401_18,2,room,288,1,401,18,True,The room was beautiful and front desk staff were amazing,2020-01-21,0.4994478821754456,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,
401_19,2,room,288,1,401,19,True,This was our second stay at the hotel the room was good breakfast was excellent and the service was memorable in all the right ways,2020-03-08,0.4997736811637878,"[0, 1180, 1349]",0.1302560900210208,"['2019-07-26', '2020-04-07']",401_1,d,8,
403_1,2,reception,139,0,403,1,True,The service is where this hotel really let itself down,2015-04-15,0.13684356212615967,"[0, 305, 1152]",0.33460311092629025,"['2015-01-01', '2016-09-25']",403_0,a,4,
403_5,2,reception,139,0,403,5,True,I get the impression after spending a total of five nights at the Raffles two at Phnom Penh and three at Siem Reap that they are riding on what used to be a great brand with great properties but lacking the service levels expected,2015-11-17,-0.4826169908046722,"[0, 305, 1152]",0.33460311092629025,"['2015-01-01', '2016-09-25']",403_0,a,4,
403_6,2,reception,139,0,403,6,True,Unfortunately the absence of management on a full house week end the lack of service oriented front desk staff and understaffed pool service from towels to food made this year experience leaving a a much less fabulous taste this year then the last 2 years,2015-12-06,-0.4873340427875519,"[0, 305, 1152]",0.33460311092629025,"['2015-01-01', '2016-09-25']",403_0,a,4,True
403_8,2,reception,139,0,403,8,True,Overall this is a hotel that has its charm but is clearly not up to the standards of many competing properties in terms of service amenity and infrastructure,2016-03-05,-0.4725497663021088,"[0, 305, 1152]",0.33460311092629025,"['2015-01-01', '2016-09-25']",403_0,a,4,
403_10,2,reception,139,1,403,10,True,I got sick and the staff was wonderful,2017-02-22 17:03:39,0.4974426031112671,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_11,2,reception,139,1,403,11,True,We managed to get one of those from a helpful staff member also,2017-05-22 00:00:00,0.4933462142944336,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_12,2,reception,139,1,403,12,True,He had a quick excellent check in service and be ready for our room pleasantly,2017-07-16 00:00:00,0.4966700673103333,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_13,2,reception,139,1,403,13,True,Staff were welcoming and friendly,2017-11-12 00:00:00,0.493908166885376,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_14,2,reception,139,1,403,14,True,Great service at restaurant,2018-01-29 00:51:52,0.4935581088066101,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_15,2,reception,139,1,403,15,True,Service round the pool was brilliant I ca n’t remember waiters name but he was excellent telling us local knowledge,2018-03-26 00:00:00,0.4963894486427307,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_16,2,reception,139,1,403,16,True,Nice Colonial and historic hotel with a pretty interior and friendly staff,2018-06-22 00:00:00,0.4998747110366821,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,True
403_17,2,reception,139,1,403,17,True,Nice room excellent service friendly staff,2018-08-02 09:01:06,0.4997718930244446,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_18,2,reception,139,1,403,18,True,The staff was great the food delicious and the rooms beautiful,2019-02-27 16:30:48,0.4989446997642517,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
403_19,2,reception,139,1,403,19,True,Superb service and very comfortable stay,2019-12-26 00:00:00,0.4985793828964234,"[0, 305, 1152]",0.3906404134165947,"['2016-09-26', '2020-04-16 00:00:00']",403_1,d,10,
404_0,2,pool,139,0,404,0,True,Not only was the room beautifully decorated and comfortable but the garden and pool view felt like a home rather than a hotel,2015-01-28,-0.2935316860675812,"[0, 390, 577]",0.2841022077614595,"['2015-01-01', '2018-02-18 00:00:00']",404_0,c,5,
404_1,2,pool,139,0,404,1,True,When you ’re not seeing this gorgeous ancient temple you ’re hanging out by the pool at the resort,2015-02-24,-0.4870312213897705,"[0, 390, 577]",0.2841022077614595,"['2015-01-01', '2018-02-18 00:00:00']",404_0,c,5,
