,yes-sentiment,yes-aspect,no-sentiment,no-aspect,category,hotel_id,cpt,Total,fileId,iId,gold-aspect,gold-sentiment,text,date,sentiment,cpts,sentiment_mean,date_period,cpt_id,cpt_label,TS_LEN,argmin_max
313_16,2,2,0,0,room,242,1,4,313,16,True,True,Room was very dated and when I first got there I was disappointed,2018-06-29,-0.4882867634296417,"[0, 215, 405]",-0.1556903744621482,"['2017-05-15', '2020-03-16']",313_1,d,9,
313_17,2,2,0,0,room,242,1,4,313,17,True,True,Window coverings are broken and light comes in so very little privacy,2018-07-16,-0.494487076997757,"[0, 215, 405]",-0.1556903744621482,"['2017-05-15', '2020-03-16']",313_1,d,9,
313_18,2,2,0,0,room,242,1,4,313,18,True,True,The room also has a severe lack of power outlets,2018-10-09,-0.4978158175945282,"[0, 215, 405]",-0.1556903744621482,"['2017-05-15', '2020-03-16']",313_1,d,9,
313_19,0,2,2,0,room,242,1,4,313,19,True,False,Water bottles in the room,2019-03-13,-0.3713768124580383,"[0, 215, 405]",-0.1556903744621482,"['2017-05-15', '2020-03-16']",313_1,d,9,
314_0,2,2,0,0,reception,185,0,4,314,0,True,True,Staff is nice and helpful,2015-01-12,0.4975118637084961,"[0, 90, 210, 455, 709]",0.34166841313794805,"['2015-01-01', '2015-08-05']",314_0,b,6,
314_1,2,2,0,0,reception,185,0,4,314,1,True,True,Upon arrival we was treated like VIPs very friendly staff,2015-01-19,0.499054491519928,"[0, 90, 210, 455, 709]",0.34166841313794805,"['2015-01-01', '2015-08-05']",314_0,b,6,
314_2,2,2,0,0,reception,185,0,4,314,2,True,True,General manager Sebastian took time to introduce himself as well really great service,2015-02-23,0.4990686774253845,"[0, 90, 210, 455, 709]",0.34166841313794805,"['2015-01-01', '2015-08-05']",314_0,b,6,
314_4,2,2,0,0,reception,185,0,4,314,4,True,True,Staff are very friendly and welcoming,2015-05-10,0.4956541061401367,"[0, 90, 210, 455, 709]",0.34166841313794805,"['2015-01-01', '2015-08-05']",314_0,b,6,
314_5,2,2,0,0,reception,185,0,4,314,5,True,True,Like the way we were treated by hotel staffs very polite mannered helping esp,2015-05-12,0.4992635846138001,"[0, 90, 210, 455, 709]",0.34166841313794805,"['2015-01-01', '2015-08-05']",314_0,b,6,True
314_8,2,2,0,0,reception,185,0,4,314,8,True,True,The staff was very accommodating when we arrived the restaurant was closed but they suggested that we order room service and have it delivered in the bar area which was perfect for us,2015-07-27,0.4983351826667786,"[0, 90, 210, 455, 709]",0.34166841313794805,"['2015-01-01', '2015-08-05']",314_0,b,6,
314_11,1,2,1,0,reception,185,1,4,314,11,True,False,Eventually they allocated a room and Chris from concierge escorted me there,2015-10-26,0.3285942077636719,"[0, 90, 210, 455, 709]",0.16722308738778036,"['2015-08-07', '2016-07-06']",314_1,c,3,True
314_13,2,2,0,0,reception,185,1,4,314,13,True,True,The staff were mostly helpful save for a two at Soko who had me grating my teeth,2016-01-03,0.31461405754089355,"[0, 90, 210, 455, 709]",0.16722308738778036,"['2015-08-07', '2016-07-06']",314_1,c,3,
314_15,0,2,2,0,reception,185,1,4,314,15,True,False,Management is great but it does not filter into wait staff,2016-03-04,0.32299649715423584,"[0, 90, 210, 455, 709]",0.16722308738778036,"['2015-08-07', '2016-07-06']",314_1,c,3,
314_19,2,2,0,0,reception,185,2,4,314,19,True,True,Highlighted to GM Guest Services and the Questionnaire,2017-08-27,0.2262545228004456,"[0, 90, 210, 455, 709]",0.2527489275562752,"['2016-07-07', '2018-03-26']",314_2,c,3,
314_20,1,2,1,0,reception,185,2,4,314,20,True,False,The GM and the Guest services manager accepted my feedback and said they would come back to me with an explanation,2017-08-27,0.2451101541519165,"[0, 90, 210, 455, 709]",0.2527489275562752,"['2016-07-07', '2018-03-26']",314_2,c,3,
314_21,2,2,0,0,reception,185,2,4,314,21,True,True,Although there were a few silly mistakes the staff were very helpful and tried to rectify each time,2017-09-08,0.1840372085571289,"[0, 90, 210, 455, 709]",0.2527489275562752,"['2016-07-07', '2018-03-26']",314_2,c,3,True
314_29,2,2,0,0,reception,185,3,4,314,29,True,True,to the front desk staff who checked on me daily during my stay i say thankyou especially Brenda and Mike being there 10 days i felt like i was home and that s coz they made me feel like it was,2019-10-09,0.3322775959968567,"[0, 90, 210, 455, 709]",0.36252058137693854,"['2018-03-27', '2020-03-16']",314_3,d,1,True
315_0,1,2,1,0,pool,185,0,4,315,0,True,False,Pool not ready yet but will be epic once done,2015-02-07,-0.4620659947395325,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_1,1,2,1,0,pool,185,0,4,315,1,True,False,A pool under development and some greater choice quality for breakfast could complete probably what can easily be the best choice both for business or leisure short stays while in Nairobi,2015-02-23,-0.4302946627140045,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_2,1,2,1,0,pool,185,0,4,315,2,True,False,but I suppose one should not complain about something that is freThe hotel has a great gym spa and pool opening sonI will definitely return,2015-03-08,-0.4193077981472016,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_3,1,2,1,0,pool,185,0,4,315,3,True,False,I stayed there in December after they promised the pool would be operational during my stay but it was not,2015-03-20,-0.2754231095314026,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_4,1,2,1,0,pool,185,0,4,315,4,True,False,I felt a bit ripped off both times beause the hotel description does not indicate that the pool is not open,2015-03-20,-0.4934321343898773,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_5,2,2,0,0,pool,185,0,4,315,5,True,True,Only very minor downside is the location of the pool which is adjacent to another building aprox,2015-04-29,-0.4953053295612335,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,True
315_6,2,2,0,0,pool,185,0,4,315,6,True,True,From what I saw it is bound to be a success the only downside is that the pool spa area is across from the hotel it is a stones throw away however,2015-07-27,-0.4914248585700989,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_7,1,2,1,0,pool,185,0,4,315,7,True,False,It was cold in Nairobi and we never got to enjoy the red pool,2015-07-28,-0.4898708760738373,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_9,2,2,0,0,pool,185,0,4,315,9,True,True,I walked around a bit the pool was beautiful only not a heated one,2015-11-08,-0.473266214132309,"[0, 30, 114]",-0.1931496188044548,"['2015-01-02', '2016-03-16']",315_0,a,9,
315_12,2,2,0,0,pool,185,1,4,315,12,True,True,The swimming pool is interesting and relaxing the gym has nothing but new accessories,2018-02-06,0.4815506935119629,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,
315_13,2,2,0,0,pool,185,1,4,315,13,True,True,Heated pool was very nice and I was able to do laps and also enjoy a beer there,2018-04-14,0.4978679418563843,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,
315_14,2,2,0,0,pool,185,1,4,315,14,True,True,With Nairobi ’s ever changing weather The gorgeous swimming pool The Rouge deck is perfect for relaxing or just lounging by the pool and enjoying a cocktail from the pool bar,2018-05-25,0.4998112320899963,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,True
315_15,2,2,0,0,pool,185,1,4,315,15,True,True,Super fast Wifi not to mention a nice pool area,2018-06-09,0.1610507369041443,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,
315_16,2,2,0,0,pool,185,1,4,315,16,True,True,The gym and outside pool are to an excellent standard,2018-06-21,0.4864214658737183,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,
315_17,2,2,0,0,pool,185,1,4,315,17,True,True,Very nice heated pool which is fine in the Kenyan winter season,2018-07-29,0.4975466132164002,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,
315_18,2,2,0,0,pool,185,1,4,315,18,True,True,I highly recommend DusitD2 for cocktails birthday parties pool parties and business conferences,2019-08-10,0.4873214364051819,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,
315_19,2,2,0,0,pool,185,1,4,315,19,True,True,We liked the very friendly stafThe comfortable romThe swimming pool area an oasis in frantic Nairobi That any requests made to any staff member were not too much trouble,2019-12-23,0.4923404455184937,"[0, 30, 114]",0.1330972970241592,"['2016-03-30', '2020-03-16']",315_1,d,8,
316_0,0,2,2,0,restaurant,185,0,4,316,0,True,False,Upon check out I was asked to pay for my breakfast despite having queried whether or not breakfast was included in my rate before sitting down,2015-01-30,-0.4823569357395172,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,
316_1,2,2,0,0,restaurant,185,0,4,316,1,True,True,On the ground floor there is a bar called Zing and this is fun in the evenings with choice of having a drink andor light meal outside or inside the bar,2015-09-19,-0.4300249516963959,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,
316_2,2,2,0,0,restaurant,185,0,4,316,2,True,True,There is different sections a metropolitan chinese or Thai not sure and the bar,2015-11-08,-0.496570497751236,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,True
316_3,0,2,2,0,restaurant,185,0,4,316,3,True,False,Came soft and flabby event though menu said crispy,2016-03-04,-0.4814380407333374,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,
316_6,2,2,0,0,restaurant,185,0,4,316,6,True,True,They were alright I guess could have better if they were served chilled tepid cream desserts lack lustre,2016-11-25,-0.451536238193512,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,
316_7,2,2,0,0,restaurant,185,0,4,316,7,True,True,On site cafe restaurant had great food and even better coffee,2016-12-01,-0.12045112252235413,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,
316_8,2,2,0,0,restaurant,185,0,4,316,8,True,True,Breakfast was included in my booking,2016-12-06,-0.2724195718765259,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,
316_9,2,2,0,0,restaurant,185,0,4,316,9,True,True,I would highly recommend the space for meetings workshops conferences or a great brunch lunch dinner,2017-01-26,-0.4707605540752411,"[0, 225, 516]",0.036177938731101464,"['2015-01-01', '2017-01-29']",316_0,a,8,
316_10,2,2,0,0,restaurant,185,1,4,316,10,True,True,The food was great especially breakfast,2017-12-13,0.4934636950492859,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,
316_11,2,2,0,0,restaurant,185,1,4,316,11,True,True,The service was fantastic and the buffet breakfast outstanding,2018-02-15,0.4985818862915039,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,True
316_12,2,2,0,0,restaurant,185,1,4,316,12,True,True,Stand out staff are Juliet the restaurant manager Darwin in the bar and Lorah on reception,2018-04-20,0.4376544952392578,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,
316_13,2,2,0,0,restaurant,185,1,4,316,13,True,True,The Thai restaurant is really good value and amazing food,2018-04-20,0.4961459636688232,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,
316_15,2,2,0,0,restaurant,185,1,4,316,15,True,True,We had already been there before for dinner loved it and promised to return,2018-05-20,0.4734525680541992,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,
316_17,2,2,0,0,restaurant,185,1,4,316,17,True,True,Great restaurant but within an office block so it lacks the privacy of most hotels,2018-05-27,0.2594958543777466,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,
316_18,2,2,0,0,restaurant,185,1,4,316,18,True,True,The selection of food is great,2018-07-20,0.4854761958122253,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,
316_19,2,2,0,0,restaurant,185,1,4,316,19,True,True,Definitely visit the SOI restaurant,2018-11-22,0.4580731987953186,"[0, 225, 516]",0.16440442739338296,"['2017-02-01', '2020-03-16']",316_1,d,8,
317_0,2,2,0,0,room,185,0,4,317,0,True,True,I had a few issues with my room air con which despite much trying from the staff never seemed to work consistently there are general issues with power in Nairobi and this seems to upset the air con system,2015-03-08,-0.4856388866901398,"[0, 350, 487]",0.18832105090812085,"['2015-01-01', '2018-05-01']",317_0,a,5,
317_3,2,2,0,0,room,185,0,4,317,3,True,True,Management took an inexplicably long time getting our room ready upon check in and we ended up being given the wrong room with only one king when we had requested two twins,2015-11-27,-0.492577850818634,"[0, 350, 487]",0.18832105090812085,"['2015-01-01', '2018-05-01']",317_0,a,5,
317_4,2,2,0,0,room,185,0,4,317,4,True,True,DusitD2 I had a twin beds when I was all alone in the room making it uncomfortable checking out was terrible almost missed my flight the guys were too slow,2016-06-23,-0.4837133288383484,"[0, 350, 487]",0.18832105090812085,"['2015-01-01', '2018-05-01']",317_0,a,5,
317_5,2,2,0,0,room,185,0,4,317,5,True,True,Coffee cups in room were still dirty from previous guest,2016-09-01,-0.4960289597511292,"[0, 350, 487]",0.18832105090812085,"['2015-01-01', '2018-05-01']",317_0,a,5,True
317_6,2,2,0,0,room,185,0,4,317,6,True,True,Bath amenities are basically Holiday Inn quality though there is separate conditioner Hotel car did not show up at the airport I had to call and then took another 40 minutes of to and fro before we actually left,2016-12-06,-0.3795202970504761,"[0, 350, 487]",0.18832105090812085,"['2015-01-01', '2018-05-01']",317_0,a,5,
317_10,2,2,0,0,room,185,1,4,317,10,True,True,it is cozy good customer service and the rooms are exquisite,2018-06-01,0.4968193769454956,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_11,2,2,0,0,room,185,1,4,317,11,True,True,High end hotel great room excellent service,2018-06-21,0.495593249797821,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_12,2,2,0,0,room,185,1,4,317,12,True,True,Last but not least and very important the pleasant design of the rooms and the large and tremendously clean bath rooms which makes the stay in that hotel to a stunning experience,2018-09-28,0.4981940388679504,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_13,2,2,0,0,room,185,1,4,317,13,True,True,There is no fault great rooms super attentive staff who in every department care about the travel experience totally professional teams,2018-10-18,0.4278510808944702,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_14,1,2,1,0,room,185,1,4,317,14,True,False,Rooms are good sized and the exercise room is sufficient,2018-11-04,0.4916450381278992,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_16,2,2,0,0,room,185,1,4,317,16,True,True,Glad to have an ironing board in my room,2019-08-27,0.3750115633010864,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_17,2,2,0,0,room,185,1,4,317,17,True,True,Top notch facilities and room standard especially for business traveler,2019-11-14,0.496796190738678,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_18,2,2,0,0,room,185,1,4,317,18,True,True,The food was amazing the rooms are very clean hopefully to be able to come again,2019-11-15,0.4997206330299378,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,
317_19,2,2,0,0,room,185,1,4,317,19,True,True,Nice breakfast and the warm welcome from the staff at the entrance and the spacious rooms,2020-01-11,0.4998365640640259,"[0, 350, 487]",0.2732121594881227,"['2018-05-02', '2020-03-16']",317_1,d,9,True
318_5,2,2,0,0,reception,224,0,4,318,5,True,True,It was not the room is placed very near reception and we could hear everyone in the corridor outside the room till quite late at night,2017-04-20,-0.4887722730636597,"[0, 1205, 1341]",0.292360978199586,"['2015-01-01', '2019-09-24']",318_0,a,2,True
318_7,0,2,2,0,reception,224,0,4,318,7,True,False,After a slightly unfavorable stay in 2017 we returned home to the Conrad Bali where the staff members greeted us with open arms,2018-12-23,-0.05514940619468689,"[0, 1205, 1341]",0.292360978199586,"['2015-01-01', '2019-09-24']",318_0,a,2,
318_10,2,2,0,0,reception,224,1,4,318,10,True,True,Nice interaction with staff including the Hotel GM,2019-10-19,0.4977795481681824,"[0, 1205, 1341]",0.3489523927979883,"['2019-09-25', '2020-03-29']",318_1,d,4,True
318_13,2,2,0,0,reception,224,1,4,318,13,True,True,Service from check in housekeeping breakfast 8 Degrees restaurant and pool service are great,2019-10-29,0.4807066917419434,"[0, 1205, 1341]",0.3489523927979883,"['2019-09-25', '2020-03-29']",318_1,d,4,
318_15,2,2,0,0,reception,224,1,4,318,15,True,True,A big thank you to Andreas for being an incredible GM and having that being living proof with the amazing team behind him,2019-11-13,0.4964839220046997,"[0, 1205, 1341]",0.3489523927979883,"['2019-09-25', '2020-03-29']",318_1,d,4,
318_18,2,2,0,0,reception,224,1,4,318,18,True,True,Generally the staff we were very hospitable and service minded,2020-02-16,0.4889066219329834,"[0, 1205, 1341]",0.3489523927979883,"['2019-09-25', '2020-03-29']",318_1,d,4,
319_1,2,2,0,0,renovation_room,224,0,4,319,1,True,True,I arrived at my room 302 the room has not been renovated since my last visits some years ago,2016-11-14,-0.4459906220436096,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,
319_2,2,2,0,0,renovation_room,224,0,4,319,2,True,True,Rooms are in need of renovation,2016-12-12,-0.4926486909389496,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,
319_3,2,2,0,0,renovation_room,224,0,4,319,3,True,True,Until the rooms has been renovated and they have stopped the ridiculous fencing off sun chairs I will not be back,2016-12-25,-0.4710414707660675,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,
319_4,2,2,0,0,renovation_room,224,0,4,319,4,True,True,Tab water was coming out yellow room needs refurbished not worth the price,2017-07-31,-0.4971922039985657,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,True
319_5,1,2,1,0,renovation_room,224,0,4,319,5,True,False,The rooms though well sized and really well organised are in need of some renovation but I hope their slightly retro feel is never lost,2018-03-17,-0.4004898965358734,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,
319_6,2,2,0,0,renovation_room,224,0,4,319,6,True,True,room still good for 2 personits because of the renovation so the pool are closedunderstafed and the familiar faces of the staff mostly gone,2018-04-04,-0.4487411677837372,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,
319_7,2,2,0,0,renovation_room,224,0,4,319,7,True,True,Rooms are in bad need of an update,2018-06-11,-0.4924180507659912,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,
319_9,1,2,1,0,renovation_room,224,0,4,319,9,True,False,Furniture was tired in urgent need of repair,2018-09-30,-0.4919785559177399,"[0, 115, 197]",-0.21962029229903565,"['2015-01-02', '2018-10-29']",319_0,a,8,
319_10,1,2,1,0,renovation_room,224,1,4,319,10,True,False,We always stay in a Resort Ocean View Suite this time we were in the first block renovated room 410,2018-11-06,0.34587669372558594,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_11,2,2,0,0,renovation_room,224,1,4,319,11,True,True,Being a diamond member I was upgraded on arrival and shown to my room an ocean view room in the newly renovated block,2018-11-16,0.3103258013725281,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_12,2,2,0,0,renovation_room,224,1,4,319,12,True,True,We stayed in one of the newly renovated rooms which was sublime,2018-11-18,0.4945230484008789,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_13,2,2,0,0,renovation_room,224,1,4,319,13,True,True,We stayed at Conrad Bali in a garden room in the newly renovated tower,2018-12-18,0.4300872683525085,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_14,2,2,0,0,renovation_room,224,1,4,319,14,True,True,The new renovated rooms are nice touch up,2019-03-22,0.4977794289588928,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_15,2,2,0,0,renovation_room,224,1,4,319,15,True,True,The rooms are spotless and whether you stay in a recently refurbished room or one of the suites i saw both,2019-06-03,0.4870655536651611,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_16,2,2,0,0,renovation_room,224,1,4,319,16,True,True,The rooms were excellent with all amenities and have all been recently upgraded after renovations at the hotel which are almost complete,2019-06-13,0.4948548078536987,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_18,2,2,0,0,renovation_room,224,1,4,319,18,True,True,I found a surprise on how spacious of the room accommodation and it recently renovated room I was assigned with separate shower toilet and bathtub,2019-10-18,0.4993324875831604,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,
319_19,2,2,0,0,renovation_room,224,1,4,319,19,True,True,Lovely spread out property renovated rooms got upgraded to ocean view room which had a very nice view,2019-11-07,0.49995303153991705,"[0, 115, 197]",0.12393878669879299,"['2018-11-01', '2020-03-12']",319_1,d,9,True
320_0,2,2,0,0,restaurant,224,0,4,320,0,True,True,Ironically the in room dining was better than the main restaurant by the pool for Indonesian and western food,2015-10-07,-0.4742672443389893,"[0, 645, 695, 820, 1131]",0.12075439859856603,"['2015-01-01', '2017-09-18']",320_0,b,7,
320_2,1,2,1,0,restaurant,224,0,4,320,2,True,False,Breakfast menu is very poor and too many non halal food,2015-12-26,-0.4760278165340424,"[0, 645, 695, 820, 1131]",0.12075439859856603,"['2015-01-01', '2017-09-18']",320_0,b,7,
320_4,2,2,0,0,restaurant,224,0,4,320,4,True,True,Restaurant quiet expensive,2016-09-06,-0.4651508927345276,"[0, 645, 695, 820, 1131]",0.12075439859856603,"['2015-01-01', '2017-09-18']",320_0,b,7,
320_5,1,2,1,0,restaurant,224,0,4,320,5,True,False,Breakfast was varied and there are quality offerings among the more mundane,2016-10-02,-0.3299309611320496,"[0, 645, 695, 820, 1131]",0.12075439859856603,"['2015-01-01', '2017-09-18']",320_0,b,7,True
320_6,1,2,1,0,restaurant,224,0,4,320,6,True,False,The one thing I was worried about for the Conrad was the local restaurants,2016-12-16,-0.4912742376327514,"[0, 645, 695, 820, 1131]",0.12075439859856603,"['2015-01-01', '2017-09-18']",320_0,b,7,
320_8,1,2,1,0,restaurant,224,0,4,320,8,True,False,Dinner and breakfast at Suku restaurant is average however the RIN restaurant is one of the best Japanese restaurants I have ever been,2017-08-13,-0.4888083338737488,"[0, 645, 695, 820, 1131]",0.12075439859856603,"['2015-01-01', '2017-09-18']",320_0,b,7,
320_9,1,2,1,0,restaurant,224,0,4,320,9,True,False,our package included 2 dinners or 2 lunches at Suku restaurant and a Balinese buffet dinner for 2,2017-09-13,-0.4733073711395264,"[0, 645, 695, 820, 1131]",0.12075439859856603,"['2015-01-01', '2017-09-18']",320_0,b,7,
320_10,0,2,2,0,restaurant,224,1,4,320,10,True,False,Everything is excellent except the choice of food at the resturant,2017-09-29,0.2194499969482422,"[0, 645, 695, 820, 1131]",0.24923307359951827,"['2017-09-19', '2017-12-19']",320_1,b,3,True
320_13,2,2,0,0,restaurant,224,1,4,320,13,True,True,When we checked in we were informed that breakfast was included,2017-10-31,0.16500896215438846,"[0, 645, 695, 820, 1131]",0.24923307359951827,"['2017-09-19', '2017-12-19']",320_1,b,3,
320_14,2,2,0,0,restaurant,224,1,4,320,14,True,True,As children under 12 are not allowed to use the pool or restaurant in this section of the hotel peace is almost guarantedThe resort has 3 superb restaurants with excellent and very reasonably priced food choices we did not need to venture outside for dinner,2017-12-01,0.14637577533721924,"[0, 645, 695, 820, 1131]",0.24923307359951827,"['2017-09-19', '2017-12-19']",320_1,b,3,
320_16,1,2,1,0,restaurant,224,2,4,320,16,True,False,Good gesture but overall still left us with a frustrating bad experience of our final days in Bali so not happy overal We found the breakfast average compared to other Conrad properties we have stayed at in the past and also for Bali average having spent time at other 5 resorts,2018-02-05,0.08556973934173584,"[0, 645, 695, 820, 1131]",0.02356033531261815,"['2017-12-20', '2018-09-06']",320_2,b,7,
320_17,1,2,1,0,restaurant,224,2,4,320,17,True,False,The quality of the buffet breakfast is really below 5 stars standard,2018-02-19,0.16213172674179074,"[0, 645, 695, 820, 1131]",0.02356033531261815,"['2017-12-20', '2018-09-06']",320_2,b,7,
320_19,2,2,0,0,restaurant,224,2,4,320,19,True,True,Would stay again without breakfast,2018-03-12,0.11676418781280518,"[0, 645, 695, 820, 1131]",0.02356033531261815,"['2017-12-20', '2018-09-06']",320_2,b,7,
320_20,1,2,1,0,restaurant,224,2,4,320,20,True,False,Additionally only two restaurants were open the RIN for suites guests and Spice,2018-05-19,0.047755420207977295,"[0, 645, 695, 820, 1131]",0.02356033531261815,"['2017-12-20', '2018-09-06']",320_2,b,7,
320_21,1,2,1,0,restaurant,224,2,4,320,21,True,False,Spice had a good breakfast buffet while RIN did made to order dishes which was ok but took a while to be served,2018-05-19,0.16069257259368894,"[0, 645, 695, 820, 1131]",0.02356033531261815,"['2017-12-20', '2018-09-06']",320_2,b,7,
320_23,2,2,0,0,restaurant,224,2,4,320,23,True,True,Short weekend holiday average breakfast,2018-07-22,0.2409324049949646,"[0, 645, 695, 820, 1131]",0.02356033531261815,"['2017-12-20', '2018-09-06']",320_2,b,7,True
320_24,1,2,1,0,restaurant,224,2,4,320,24,True,False,Selection of food wise and varied,2018-09-05,0.06983804702758789,"[0, 645, 695, 820, 1131]",0.02356033531261815,"['2017-12-20', '2018-09-06']",320_2,b,7,
320_26,1,2,1,0,restaurant,224,3,4,320,26,True,False,An offer if you buy a meal at the pool restaurant the children eat free,2018-12-26,-0.37306487560272217,"[0, 645, 695, 820, 1131]",0.19995266760118324,"['2018-09-08', '2020-03-29']",320_3,d,4,
320_30,1,2,1,0,restaurant,224,3,4,320,30,True,False,Incident 2 While waiting for my room to be ready I headed to beach restaurant Eight Degrees South for lunch,2019-09-06,-0.4928269386291504,"[0, 645, 695, 820, 1131]",0.19995266760118324,"['2018-09-08', '2020-03-29']",320_3,d,4,True
320_31,1,2,1,0,restaurant,224,3,4,320,31,True,False,And the breakfast was greatNow the downside,2019-09-15,-0.4893656969070434,"[0, 645, 695, 820, 1131]",0.19995266760118324,"['2018-09-08', '2020-03-29']",320_3,d,4,
320_34,1,2,1,0,restaurant,224,3,4,320,34,True,False,Eventually we have no choice and selected the Suku restaurant for our lunch,2019-12-06,-0.4681352078914642,"[0, 645, 695, 820, 1131]",0.19995266760118324,"['2018-09-08', '2020-03-29']",320_3,d,4,
321_0,2,2,0,0,room,224,0,4,321,0,True,True,room are huge and clean,2015-06-27,0.4977391958236694,"[0, 770, 940, 1285]",0.16711788154549348,"['2015-01-01', '2017-12-23']",321_0,b,7,
321_1,2,2,0,0,room,224,0,4,321,1,True,True,When you stay in a suite room you will have your own pool for suite guest only and a separate beakfast club and club lounge with afternoon tea,2016-01-31,0.4655807018280029,"[0, 770, 940, 1285]",0.16711788154549348,"['2015-01-01', '2017-12-23']",321_0,b,7,
321_2,2,2,0,0,room,224,0,4,321,2,True,True,However most of the staffs are friendly resort area were clean and i rested well in my room with no disruption noise,2016-12-06,0.35828453302383423,"[0, 770, 940, 1285]",0.16711788154549348,"['2015-01-01', '2017-12-23']",321_0,b,7,
